order_id,customer_id,order_amount,order_status,order_date
51261,17,53.79,completed,2024-02-09
51262,155,116.07,completed,2024-02-09
51263,376,81.54,completed,2024-02-09
51264,333,278.89,completed,2024-02-09
51265,873,18.43,completed,2024-02-09
51266,574,56.93,cancelled,2024-02-09
51267,705,39.83,completed,2024-02-09
51268,763,309.05,completed,2024-02-09
51269,17,109.54,completed,2024-02-09
51270,758,92.68,completed,2024-02-09
51271,788,104.53,shipped,2024-02-09
51272,452,550.93,completed,2024-02-09
51273,861,299.84,completed,2024-02-09
51274,450,198.81,completed,2024-02-09
51275,59,66.47,cancelled,2024-02-09
51276,657,42.08,completed,2024-02-09
51277,708,396.57,pending,2024-02-09
51278,780,97.51,completed,2024-02-09
51279,563,64.02,completed,2024-02-09
51280,164,110.49,completed,2024-02-09
51281,494,389.88,completed,2024-02-10
51282,848,88.43,completed,2024-02-10
51283,267,139.05,completed,2024-02-10
51284,542,258.66,completed,2024-02-10
51285,721,98.57,shipped,2024-02-10
51286,6,54.9,completed,2024-02-10
51287,459,796.15,completed,2024-02-10
51288,763,485.49,completed,2024-02-10
51289,844,293.18,completed,2024-02-10
51290,691,189.89,completed,2024-02-10
51291,382,67.41,completed,2024-02-10
51292,835,381.99,completed,2024-02-10
51293,579,63.35,completed,2024-02-10
51294,870,257.02,completed,2024-02-10
51295,788,390.63,pending,2024-02-10
51296,334,153.57,completed,2024-02-10
51297,19,258.73,completed,2024-02-10
51298,872,250.31,shipped,2024-02-10
51299,139,47.19,completed,2024-02-10
51300,161,180.36,completed,2024-02-10
51301,363,29.72,completed,2024-02-10
51302,841,121.35,pending,2024-02-10
51303,423,41.55,cancelled,2024-02-10
51304,222,95.77,shipped,2024-02-10
51305,139,283.45,completed,2024-02-10
51306,480,668.37,completed,2024-02-10
51307,343,72.4,completed,2024-02-10
51308,205,128.88,completed,2024-02-10
51309,188,122.4,cancelled,2024-02-10
51310,595,478.18,completed,2024-02-10
51311,890,112.68,completed,2024-02-10
51312,132,195.15,pending,2024-02-10
51313,220,397.25,shipped,2024-02-11
51314,413,85.11,completed,2024-02-11
51315,680,363.61,completed,2024-02-11
51316,855,389.16,completed,2024-02-11
51317,833,415.32,completed,2024-02-11
51318,217,62.3,completed,2024-02-11
51319,796,91.71,completed,2024-02-11
51320,491,321.49,cancelled,2024-02-11
51321,563,81.75,completed,2024-02-11
51322,442,152.54,completed,2024-02-11
51323,30,33.84,completed,2024-02-11
51324,389,23.69,completed,2024-02-11
51325,750,94.65,completed,2024-02-11
51326,667,144.74,pending,2024-02-11
51327,317,89.81,pending,2024-02-11
51328,781,144.32,completed,2024-02-11
51329,1005,123.57,pending,2024-02-11
51330,126,188.61,completed,2024-02-11
51331,565,172.27,completed,2024-02-11
51332,138,97.81,completed,2024-02-11
51333,157,98.01,pending,2024-02-11
51334,451,37.76,completed,2024-02-11
51335,897,123.0,completed,2024-02-11
51336,93,147.71,shipped,2024-02-11
51337,573,112.08,completed,2024-02-11
51338,882,74.11,completed,2024-02-11
51339,884,206.83,completed,2024-02-11
51340,758,26.64,completed,2024-02-11
51341,618,383.78,completed,2024-02-11
51342,218,18.13,completed,2024-02-11
51343,313,506.91,pending,2024-02-11
51344,859,108.08,completed,2024-02-11
51345,421,94.83,completed,2024-02-12
51346,44,59.45,completed,2024-02-12
51347,570,16.52,shipped,2024-02-12
51348,877,63.19,cancelled,2024-02-12
51349,338,32.38,completed,2024-02-12
51350,355,176.74,completed,2024-02-12
51351,92,72.65,shipped,2024-02-12
51352,38,233.62,shipped,2024-02-12
51353,186,49.77,completed,2024-02-12
51354,431,360.74,completed,2024-02-12
51355,156,126.03,completed,2024-02-12
51356,845,33.24,completed,2024-02-12
51357,656,91.84,pending,2024-02-12
51358,754,49.74,completed,2024-02-12
51359,674,48.41,completed,2024-02-12
51360,144,120.9,completed,2024-02-12
51361,659,182.16,completed,2024-02-12
51362,164,378.91,completed,2024-02-12
51363,279,119.62,completed,2024-02-12
51364,505,521.5,completed,2024-02-12
51365,897,441.16,completed,2024-02-12
51366,90,315.44,completed,2024-02-12
51367,570,118.97,shipped,2024-02-12
51368,529,37.78,cancelled,2024-02-12
51369,64,51.87,completed,2024-02-12
51370,232,171.48,shipped,2024-02-12
51371,310,97.16,completed,2024-02-12
51372,416,38.81,completed,2024-02-12
51373,757,112.8,cancelled,2024-02-12
51374,164,17.64,completed,2024-02-12
51375,511,213.58,completed,2024-02-12
51376,556,26.46,cancelled,2024-02-12
51377,556,163.78,shipped,2024-02-13
51378,366,251.26,completed,2024-02-13
51379,338,36.35,cancelled,2024-02-13
51380,754,124.67,completed,2024-02-13
51381,858,241.48,completed,2024-02-13
51382,471,60.29,completed,2024-02-13
51383,688,41.67,completed,2024-02-13
51384,352,76.61,completed,2024-02-13
51385,509,136.35,completed,2024-02-13
51386,213,143.45,completed,2024-02-13
51387,876,36.04,completed,2024-02-13
51388,47,106.75,completed,2024-02-13
51389,469,61.85,completed,2024-02-13
51390,367,291.8,cancelled,2024-02-13
51391,762,71.44,completed,2024-02-13
51392,748,288.68,completed,2024-02-13
51393,796,98.94,completed,2024-02-13
51394,483,209.52,shipped,2024-02-13
51395,468,122.02,completed,2024-02-13
51396,700,160.91,completed,2024-02-13
51397,661,90.47,completed,2024-02-13
51398,504,234.29,completed,2024-02-13
51399,483,98.06,completed,2024-02-13
51400,558,106.72,completed,2024-02-13
51401,661,124.37,pending,2024-02-13
51402,378,282.41,completed,2024-02-13
51403,630,176.55,pending,2024-02-13
51404,439,79.42,pending,2024-02-13
51405,6,181.44,pending,2024-02-13
51406,190,169.26,cancelled,2024-02-13
51407,39,416.09,shipped,2024-02-13
51408,142,291.22,completed,2024-02-13
51409,178,171.38,completed,2024-02-14
51410,326,77.67,completed,2024-02-14
51411,892,241.83,pending,2024-02-14
51412,600,143.42,completed,2024-02-14
51413,512,647.68,completed,2024-02-14
51414,124,57.65,completed,2024-02-14
51415,860,27.45,shipped,2024-02-14
51416,376,25.87,shipped,2024-02-14
51417,391,168.26,completed,2024-02-14
51418,759,435.17,completed,2024-02-14
51419,90,15.29,completed,2024-02-14
51420,87,209.07,completed,2024-02-14
51421,48,175.53,completed,2024-02-14
51422,547,212.69,completed,2024-02-14
51423,700,80.87,cancelled,2024-02-14
51424,110,272.63,completed,2024-02-14
51425,113,21.86,completed,2024-02-14
51426,685,226.24,shipped,2024-02-14
51427,679,61.61,completed,2024-02-14
51428,688,112.18,completed,2024-02-14
51429,290,274.43,completed,2024-02-14
51430,753,62.49,pending,2024-02-14
51431,848,45.72,completed,2024-02-14
51432,414,186.53,completed,2024-02-14
51433,390,129.34,cancelled,2024-02-14
51434,735,123.36,shipped,2024-02-14
51435,626,59.51,completed,2024-02-14
51436,29,20.33,shipped,2024-02-14
51437,844,94.21,pending,2024-02-14
51438,148,31.9,cancelled,2024-02-14
51439,518,369.65,cancelled,2024-02-14
51440,17,21.32,completed,2024-02-14
51441,683,99.75,completed,2024-02-15
51442,31,23.05,completed,2024-02-15
51443,857,30.06,completed,2024-02-15
51444,897,176.32,pending,2024-02-15
51445,214,171.24,pending,2024-02-15
51446,702,20.04,completed,2024-02-15
51447,53,15.17,completed,2024-02-15
51448,520,27.31,completed,2024-02-15
51449,600,230.95,completed,2024-02-15
51450,75,146.77,shipped,2024-02-15
51451,817,20.83,completed,2024-02-15
51452,740,115.44,completed,2024-02-15
51453,367,201.73,completed,2024-02-15
51454,494,319.83,completed,2024-02-15
51455,381,422.8,cancelled,2024-02-15
51456,446,74.5,completed,2024-02-15
51457,52,36.9,pending,2024-02-15
51458,277,55.56,completed,2024-02-15
51459,881,239.53,completed,2024-02-15
51460,223,548.59,completed,2024-02-15
51461,540,109.21,shipped,2024-02-15
51462,22,69.65,completed,2024-02-15
51463,525,99.1,completed,2024-02-15
51464,1,69.54,completed,2024-02-15
51465,623,59.46,completed,2024-02-15
51466,854,150.12,completed,2024-02-15
51467,868,17.38,completed,2024-02-15
51468,629,60.08,completed,2024-02-15
51469,494,177.43,completed,2024-02-15
51470,596,19.89,completed,2024-02-15
51471,488,28.03,completed,2024-02-15
51472,860,67.09,cancelled,2024-02-15
51473,779,330.32,completed,2024-02-16
51474,45,232.15,pending,2024-02-16
51475,654,18.36,completed,2024-02-16
51476,287,119.49,shipped,2024-02-16
51477,834,63.17,completed,2024-02-16
51478,767,171.89,completed,2024-02-16
51479,405,206.78,shipped,2024-02-16
51480,222,313.02,shipped,2024-02-16
51481,758,111.77,shipped,2024-02-16
51482,285,794.1,shipped,2024-02-16
51483,164,601.7,completed,2024-02-16
51484,101,335.77,completed,2024-02-16
51485,141,143.3,completed,2024-02-16
51486,364,91.13,pending,2024-02-16
51487,500,82.97,completed,2024-02-16
51488,412,16.83,pending,2024-02-16
51489,553,57.99,completed,2024-02-16
51490,892,205.31,completed,2024-02-16
51491,275,153.81,completed,2024-02-16
51492,886,387.3,completed,2024-02-16
51493,822,22.7,shipped,2024-02-16
51494,709,40.31,completed,2024-02-16
51495,489,248.56,pending,2024-02-16
51496,357,81.59,shipped,2024-02-16
51497,808,33.89,completed,2024-02-16
51498,251,861.14,pending,2024-02-16
51499,170,247.15,completed,2024-02-16
51500,720,93.83,completed,2024-02-16
51501,302,275.04,completed,2024-02-16
51502,62,186.2,completed,2024-02-16
51503,143,249.08,completed,2024-02-16
51504,154,268.28,pending,2024-02-16
51505,530,28.28,completed,2024-02-17
51506,597,161.32,completed,2024-02-17
51507,748,16.02,completed,2024-02-17
51508,281,21.66,completed,2024-02-17
51509,479,366.48,shipped,2024-02-17
51510,397,127.48,shipped,2024-02-17
51511,71,214.72,completed,2024-02-17
51512,878,288.49,pending,2024-02-17
51513,434,463.13,completed,2024-02-17
51514,283,320.29,completed,2024-02-17
51515,745,114.05,completed,2024-02-17
51516,849,76.41,completed,2024-02-17
51517,861,40.17,pending,2024-02-17
51518,626,91.7,completed,2024-02-17
51519,787,83.47,completed,2024-02-17
51520,599,138.0,completed,2024-02-17
51521,850,179.27,completed,2024-02-17
51522,477,589.74,completed,2024-02-17
51523,629,210.51,completed,2024-02-17
51524,168,169.82,pending,2024-02-17
51525,429,76.22,shipped,2024-02-17
51526,367,20.27,completed,2024-02-17
51527,287,65.98,shipped,2024-02-17
51528,465,234.44,completed,2024-02-17
51529,199,49.46,completed,2024-02-17
51530,851,201.82,completed,2024-02-17
51531,779,145.05,completed,2024-02-17
51532,79,43.29,pending,2024-02-17
51533,628,60.5,completed,2024-02-17
51534,480,117.87,shipped,2024-02-17
51535,206,96.29,completed,2024-02-17
51536,173,241.14,completed,2024-02-17
51537,236,213.87,shipped,2024-02-18
51538,574,143.2,completed,2024-02-18
51539,685,274.13,completed,2024-02-18
51540,314,139.06,completed,2024-02-18
51541,190,515.27,completed,2024-02-18
51542,580,51.74,pending,2024-02-18
51543,370,202.83,completed,2024-02-18
51544,658,84.29,completed,2024-02-18
51545,155,64.06,pending,2024-02-18
51546,246,44.84,completed,2024-02-18
51547,869,135.61,completed,2024-02-18
51548,529,51.4,completed,2024-02-18
51549,667,48.54,completed,2024-02-18
51550,490,713.97,completed,2024-02-18
51551,383,257.73,completed,2024-02-18
51552,899,221.91,pending,2024-02-18
51553,554,252.03,completed,2024-02-18
51554,128,535.69,completed,2024-02-18
51555,593,142.74,completed,2024-02-18
51556,516,52.32,completed,2024-02-18
51557,242,312.3,pending,2024-02-18
51558,121,218.64,completed,2024-02-18
51559,717,95.24,completed,2024-02-18
51560,692,111.25,completed,2024-02-18
51561,246,94.46,completed,2024-02-18
51562,662,413.77,completed,2024-02-18
51563,427,78.13,completed,2024-02-18
51564,761,511.5,completed,2024-02-18
51565,233,376.65,completed,2024-02-18
51566,768,164.35,completed,2024-02-18
51567,712,145.06,completed,2024-02-18
51568,525,84.33,completed,2024-02-18
51569,661,17.78,pending,2024-02-19
51570,531,35.48,completed,2024-02-19
51571,181,225.5,pending,2024-02-19
51572,611,110.67,completed,2024-02-19
51573,410,39.35,shipped,2024-02-19
51574,607,60.97,completed,2024-02-19
51575,355,458.01,completed,2024-02-19
51576,350,83.62,completed,2024-02-19
51577,832,372.38,completed,2024-02-19
51578,612,69.5,completed,2024-02-19
51579,561,132.53,completed,2024-02-19
51580,720,18.1,completed,2024-02-19
51581,424,125.68,completed,2024-02-19
51582,677,166.98,completed,2024-02-19
51583,386,55.05,completed,2024-02-19
51584,549,144.75,completed,2024-02-19
51585,135,171.26,completed,2024-02-19
51586,109,189.18,completed,2024-02-19
51587,441,239.69,completed,2024-02-19
51588,796,70.95,completed,2024-02-19
51589,99,140.82,completed,2024-02-19
51590,480,614.14,pending,2024-02-19
51591,1009,357.63,completed,2024-02-19
51592,508,472.58,pending,2024-02-19
51593,128,88.2,completed,2024-02-19
51594,404,246.92,pending,2024-02-19
51595,678,160.1,shipped,2024-02-19
51596,772,27.95,completed,2024-02-19
51597,85,275.57,completed,2024-02-19
51598,610,184.56,completed,2024-02-19
51599,194,48.27,completed,2024-02-19
51600,489,27.46,cancelled,2024-02-19
51601,98,287.12,cancelled,2024-02-20
51602,547,27.33,shipped,2024-02-20
51603,42,29.37,pending,2024-02-20
51604,648,98.64,pending,2024-02-20
51605,528,36.72,completed,2024-02-20
51606,309,382.44,completed,2024-02-20
51607,253,110.31,completed,2024-02-20
51608,317,141.3,completed,2024-02-20
51609,236,409.88,completed,2024-02-20
51610,390,128.34,completed,2024-02-20
51611,602,80.45,completed,2024-02-20
51612,765,254.3,completed,2024-02-20
51613,112,102.74,pending,2024-02-20
51614,709,72.51,completed,2024-02-20
51615,493,207.68,completed,2024-02-20
51616,38,257.62,shipped,2024-02-20
51617,556,250.33,completed,2024-02-20
51618,65,585.3,completed,2024-02-20
51619,871,246.74,completed,2024-02-20
51620,725,235.41,completed,2024-02-20
51621,724,307.25,pending,2024-02-20
51622,269,15.03,completed,2024-02-20
51623,162,82.51,completed,2024-02-20
51624,493,215.68,completed,2024-02-20
51625,571,152.34,pending,2024-02-20
51626,73,44.32,completed,2024-02-20
51627,412,69.3,shipped,2024-02-20
51628,519,76.6,completed,2024-02-20
51629,755,140.84,pending,2024-02-20
51630,840,282.21,shipped,2024-02-20
51631,549,419.33,shipped,2024-02-20
51632,828,223.0,completed,2024-02-20
51633,201,292.68,pending,2024-02-21
51634,638,110.26,completed,2024-02-21
51635,551,89.09,pending,2024-02-21
51636,296,89.81,completed,2024-02-21
51637,371,158.58,completed,2024-02-21
51638,851,34.9,completed,2024-02-21
51639,59,144.94,completed,2024-02-21
51640,560,179.1,completed,2024-02-21
51641,192,101.68,completed,2024-02-21
51642,339,474.18,completed,2024-02-21
51643,567,155.56,shipped,2024-02-21
51644,840,52.27,completed,2024-02-21
51645,481,112.86,completed,2024-02-21
51646,663,183.78,pending,2024-02-21
51647,115,73.65,completed,2024-02-21
51648,660,27.45,completed,2024-02-21
51649,100,146.36,completed,2024-02-21
51650,493,458.1,completed,2024-02-21
51651,481,114.56,completed,2024-02-21
51652,787,369.84,completed,2024-02-21
51653,701,285.29,cancelled,2024-02-21
51654,693,38.92,completed,2024-02-21
51655,838,199.74,completed,2024-02-21
51656,530,100.76,shipped,2024-02-21
51657,148,58.2,completed,2024-02-21
51658,499,189.2,completed,2024-02-21
51659,1017,218.6,pending,2024-02-21
51660,721,44.75,completed,2024-02-21
51661,335,383.79,pending,2024-02-21
51662,521,223.63,completed,2024-02-21
51663,514,421.3,shipped,2024-02-21
51664,852,72.21,completed,2024-02-21
51665,40,435.36,completed,2024-02-22
51666,736,83.95,completed,2024-02-22
51667,613,23.32,cancelled,2024-02-22
51668,287,230.93,shipped,2024-02-22
51669,645,197.36,completed,2024-02-22
51670,658,151.66,cancelled,2024-02-22
51671,168,115.97,completed,2024-02-22
51672,881,19.9,completed,2024-02-22
51673,437,161.96,completed,2024-02-22
51674,522,95.89,shipped,2024-02-22
51675,218,138.22,shipped,2024-02-22
51676,372,99.14,completed,2024-02-22
51677,75,522.46,pending,2024-02-22
51678,288,153.99,completed,2024-02-22
51679,480,222.49,completed,2024-02-22
51680,595,428.15,completed,2024-02-22
51681,198,149.33,pending,2024-02-22
51682,650,16.82,completed,2024-02-22
51683,7,20.23,completed,2024-02-22
51684,378,196.77,completed,2024-02-22
51685,439,64.09,completed,2024-02-22
51686,253,144.9,completed,2024-02-22
51687,458,48.9,completed,2024-02-22
51688,326,62.26,pending,2024-02-22
51689,206,120.37,completed,2024-02-22
51690,666,571.79,completed,2024-02-22
51691,476,158.67,shipped,2024-02-22
51692,491,427.68,completed,2024-02-22
51693,534,495.52,pending,2024-02-22
51694,168,50.0,completed,2024-02-22
51695,375,70.92,completed,2024-02-22
51696,849,235.45,completed,2024-02-22
51697,1014,317.34,pending,2024-02-23
51698,704,124.85,cancelled,2024-02-23
51699,694,764.2,completed,2024-02-23
51700,662,16.75,completed,2024-02-23
51701,606,68.41,completed,2024-02-23
51702,587,161.39,completed,2024-02-23
51703,736,110.03,completed,2024-02-23
51704,231,33.6,completed,2024-02-23
51705,340,83.78,completed,2024-02-23
51706,137,18.87,completed,2024-02-23
51707,691,169.4,shipped,2024-02-23
51708,68,349.88,completed,2024-02-23
51709,843,339.26,completed,2024-02-23
51710,658,195.37,completed,2024-02-23
51711,7,109.04,completed,2024-02-23
51712,523,122.63,shipped,2024-02-23
51713,1011,37.09,completed,2024-02-23
51714,70,77.56,completed,2024-02-23
51715,768,46.19,completed,2024-02-23
51716,421,273.22,pending,2024-02-23
51717,783,384.33,completed,2024-02-23
51718,475,130.48,completed,2024-02-23
51719,323,210.16,completed,2024-02-23
51720,68,34.42,completed,2024-02-23
51721,624,155.68,completed,2024-02-23
51722,337,197.0,completed,2024-02-23
51723,328,105.43,shipped,2024-02-23
51724,787,56.81,shipped,2024-02-23
51725,669,329.79,completed,2024-02-23
51726,825,218.75,completed,2024-02-23
51727,82,360.17,completed,2024-02-23
51728,471,270.89,completed,2024-02-23
51729,485,711.5,completed,2024-02-24
51730,148,47.01,completed,2024-02-24
51731,355,28.61,completed,2024-02-24
51732,255,76.65,completed,2024-02-24
51733,434,35.72,completed,2024-02-24
51734,154,126.08,completed,2024-02-24
51735,449,165.37,completed,2024-02-24
51736,581,144.52,pending,2024-02-24
51737,210,60.01,completed,2024-02-24
51738,404,374.24,pending,2024-02-24
51739,610,18.21,completed,2024-02-24
51740,466,79.16,pending,2024-02-24
51741,102,205.41,completed,2024-02-24
51742,375,233.46,pending,2024-02-24
51743,853,95.71,completed,2024-02-24
51744,507,17.56,completed,2024-02-24
51745,222,159.37,completed,2024-02-24
51746,108,24.78,completed,2024-02-24
51747,608,32.12,completed,2024-02-24
51748,479,172.58,completed,2024-02-24
51749,74,71.2,completed,2024-02-24
51750,173,79.16,completed,2024-02-24
51751,284,115.07,completed,2024-02-24
51752,666,591.5,completed,2024-02-24
51753,400,519.77,completed,2024-02-24
51754,598,95.75,pending,2024-02-24
51755,548,61.28,cancelled,2024-02-24
51756,523,69.06,pending,2024-02-24
51757,471,61.96,shipped,2024-02-24
51758,848,128.97,completed,2024-02-24
51759,523,155.04,cancelled,2024-02-24
51760,183,115.64,completed,2024-02-24
51761,237,93.64,completed,2024-02-25
51762,626,50.6,shipped,2024-02-25
51763,371,113.81,completed,2024-02-25
51764,215,77.58,completed,2024-02-25
51765,884,132.0,completed,2024-02-25
51766,90,183.68,completed,2024-02-25
51767,527,165.49,completed,2024-02-25
51768,190,108.12,completed,2024-02-25
51769,735,136.81,completed,2024-02-25
51770,382,65.29,completed,2024-02-25
51771,378,18.68,completed,2024-02-25
51772,256,162.13,completed,2024-02-25
51773,147,58.67,pending,2024-02-25
51774,860,180.82,completed,2024-02-25
51775,520,221.16,pending,2024-02-25
51776,738,386.41,completed,2024-02-25
51777,415,490.95,completed,2024-02-25
51778,853,16.59,completed,2024-02-25
51779,395,711.5,completed,2024-02-25
51780,179,187.34,completed,2024-02-25
51781,730,169.72,completed,2024-02-25
51782,496,17.3,completed,2024-02-25
51783,245,311.24,completed,2024-02-25
51784,53,38.58,completed,2024-02-25
51785,312,287.4,cancelled,2024-02-25
51786,787,17.35,completed,2024-02-25
51787,741,170.75,shipped,2024-02-25
51788,326,100.59,shipped,2024-02-25
51789,354,48.62,completed,2024-02-25
51790,350,32.07,pending,2024-02-25
51791,638,102.01,cancelled,2024-02-25
51792,686,34.74,completed,2024-02-25
51793,400,114.96,completed,2024-02-26
51794,779,162.21,completed,2024-02-26
51795,64,278.5,completed,2024-02-26
51796,863,185.28,completed,2024-02-26
51797,213,25.11,pending,2024-02-26
51798,71,70.1,shipped,2024-02-26
51799,891,65.95,completed,2024-02-26
51800,582,384.82,completed,2024-02-26
51801,540,318.5,pending,2024-02-26
51802,11,84.34,completed,2024-02-26
51803,195,26.07,completed,2024-02-26
51804,189,351.8,completed,2024-02-26
51805,436,343.64,completed,2024-02-26
51806,560,304.39,completed,2024-02-26
51807,258,294.73,completed,2024-02-26
51808,183,113.16,completed,2024-02-26
51809,384,44.3,completed,2024-02-26
51810,446,112.37,completed,2024-02-26
51811,646,117.36,completed,2024-02-26
51812,252,115.98,shipped,2024-02-26
51813,760,131.08,completed,2024-02-26
51814,401,59.69,completed,2024-02-26
51815,148,83.41,completed,2024-02-26
51816,209,100.42,completed,2024-02-26
51817,474,36.08,cancelled,2024-02-26
51818,140,106.15,completed,2024-02-26
51819,185,264.48,completed,2024-02-26
51820,111,279.09,shipped,2024-02-26
51821,594,94.54,completed,2024-02-26
51822,895,124.72,completed,2024-02-26
51823,739,20.13,completed,2024-02-26
51824,540,183.33,shipped,2024-02-26
51825,388,92.78,completed,2024-02-27
51826,605,103.45,pending,2024-02-27
51827,529,325.33,completed,2024-02-27
51828,628,107.94,completed,2024-02-27
51829,148,18.21,cancelled,2024-02-27
51830,444,53.72,completed,2024-02-27
51831,442,111.83,shipped,2024-02-27
51832,644,97.85,shipped,2024-02-27
51833,463,310.31,pending,2024-02-27
51834,826,132.18,completed,2024-02-27
51835,29,190.5,completed,2024-02-27
51836,414,110.04,shipped,2024-02-27
51837,187,101.88,completed,2024-02-27
51838,141,103.67,completed,2024-02-27
51839,302,94.38,completed,2024-02-27
51840,248,131.02,completed,2024-02-27
51841,492,58.24,completed,2024-02-27
51842,473,347.54,completed,2024-02-27
51843,530,75.76,completed,2024-02-27
51844,534,38.94,completed,2024-02-27
51845,272,30.23,completed,2024-02-27
51846,395,17.03,shipped,2024-02-27
51847,738,97.45,shipped,2024-02-27
51848,589,46.17,completed,2024-02-27
51849,426,18.28,completed,2024-02-27
51850,733,125.1,completed,2024-02-27
51851,226,185.91,completed,2024-02-27
51852,830,28.45,shipped,2024-02-27
51853,701,107.68,shipped,2024-02-27
51854,44,219.17,pending,2024-02-27
51855,380,653.25,completed,2024-02-27
51856,845,180.03,completed,2024-02-27
51857,858,57.12,completed,2024-02-28
51858,91,204.11,completed,2024-02-28
51859,887,151.67,completed,2024-02-28
51860,601,50.7,completed,2024-02-28
51861,620,300.68,completed,2024-02-28
51862,608,98.64,completed,2024-02-28
51863,173,505.44,completed,2024-02-28
51864,516,207.51,completed,2024-02-28
51865,57,170.16,cancelled,2024-02-28
51866,245,210.49,completed,2024-02-28
51867,76,112.54,completed,2024-02-28
51868,554,120.55,completed,2024-02-28
51869,666,300.78,pending,2024-02-28
51870,1,186.35,completed,2024-02-28
51871,559,356.31,pending,2024-02-28
51872,499,347.22,completed,2024-02-28
51873,117,577.55,shipped,2024-02-28
51874,709,195.7,completed,2024-02-28
51875,532,119.66,completed,2024-02-28
51876,543,42.28,completed,2024-02-28
51877,273,198.31,completed,2024-02-28
51878,500,66.71,shipped,2024-02-28
51879,457,64.89,completed,2024-02-28
51880,867,55.83,completed,2024-02-28
51881,686,327.06,cancelled,2024-02-28
51882,528,318.7,completed,2024-02-28
51883,435,164.53,cancelled,2024-02-28
51884,302,111.08,completed,2024-02-28
51885,46,182.26,pending,2024-02-28
51886,369,155.18,completed,2024-02-28
51887,636,95.61,completed,2024-02-28
51888,319,86.62,completed,2024-02-28
51889,205,87.38,completed,2024-02-29
51890,434,148.42,completed,2024-02-29
51891,202,171.48,completed,2024-02-29
51892,325,105.15,cancelled,2024-02-29
51893,745,534.58,cancelled,2024-02-29
51894,622,28.14,cancelled,2024-02-29
51895,13,78.94,cancelled,2024-02-29
51896,423,96.47,shipped,2024-02-29
51897,423,17.56,cancelled,2024-02-29
51898,677,83.11,pending,2024-02-29
51899,467,62.97,completed,2024-02-29
51900,360,120.79,shipped,2024-02-29
51901,885,76.51,pending,2024-02-29
51902,564,209.29,shipped,2024-02-29
51903,68,121.98,completed,2024-02-29
51904,588,35.85,completed,2024-02-29
51905,528,222.98,shipped,2024-02-29
51906,171,30.68,cancelled,2024-02-29
51907,646,289.0,completed,2024-02-29
51908,478,416.97,completed,2024-02-29
51909,604,73.39,completed,2024-02-29
51910,4,405.84,completed,2024-02-29
51911,603,251.26,completed,2024-02-29
51912,128,398.5,completed,2024-02-29
51913,1003,179.61,cancelled,2024-02-29
51914,151,55.31,completed,2024-02-29
51915,184,352.39,completed,2024-02-29
51916,188,45.55,pending,2024-02-29
51917,817,50.94,completed,2024-02-29
51918,366,62.43,completed,2024-02-29
51919,171,69.41,completed,2024-02-29
51920,788,123.38,completed,2024-02-29
51921,388,202.48,shipped,2024-03-01
51922,39,405.98,pending,2024-03-01
51923,853,28.89,completed,2024-03-01
51924,44,478.08,completed,2024-03-01
51925,109,396.36,completed,2024-03-01
51926,119,23.33,shipped,2024-03-01
51927,283,82.02,shipped,2024-03-01
51928,155,266.61,completed,2024-03-01
51929,751,156.85,completed,2024-03-01
51930,826,241.5,cancelled,2024-03-01
51931,422,205.43,pending,2024-03-01
51932,817,118.01,completed,2024-03-01
51933,236,21.31,shipped,2024-03-01
51934,278,146.66,completed,2024-03-01
51935,99,22.47,completed,2024-03-01
51936,87,153.85,completed,2024-03-01
51937,331,256.72,completed,2024-03-01
51938,454,146.92,completed,2024-03-01
51939,520,887.47,completed,2024-03-01
51940,855,106.28,completed,2024-03-01
51941,463,222.24,completed,2024-03-01
51942,373,180.04,completed,2024-03-01
51943,859,728.95,completed,2024-03-01
51944,38,202.36,shipped,2024-03-01
51945,273,41.87,completed,2024-03-01
51946,761,481.9,completed,2024-03-01
51947,30,180.29,cancelled,2024-03-01
51948,561,24.18,completed,2024-03-01
51949,387,175.75,completed,2024-03-01
51950,317,336.99,completed,2024-03-01
51951,424,144.07,pending,2024-03-01
51952,388,80.55,shipped,2024-03-01
51953,871,272.98,completed,2024-03-02
51954,505,243.84,completed,2024-03-02
51955,96,132.85,completed,2024-03-02
51956,520,40.15,cancelled,2024-03-02
51957,666,58.35,completed,2024-03-02
51958,392,216.19,shipped,2024-03-02
51959,790,261.05,completed,2024-03-02
51960,533,64.12,completed,2024-03-02
51961,757,83.83,cancelled,2024-03-02
51962,326,27.12,pending,2024-03-02
51963,685,202.48,completed,2024-03-02
51964,568,15.54,completed,2024-03-02
51965,27,22.15,completed,2024-03-02
51966,616,15.65,completed,2024-03-02
51967,520,170.48,completed,2024-03-02
51968,745,96.03,completed,2024-03-02
51969,16,67.98,completed,2024-03-02
51970,358,380.76,completed,2024-03-02
51971,96,47.13,completed,2024-03-02
51972,213,88.99,completed,2024-03-02
51973,213,437.79,completed,2024-03-02
51974,463,98.56,shipped,2024-03-02
51975,712,136.35,completed,2024-03-02
51976,277,27.56,completed,2024-03-02
51977,837,249.22,completed,2024-03-02
51978,427,97.42,completed,2024-03-02
51979,106,256.8,completed,2024-03-02
51980,825,58.91,completed,2024-03-02
51981,785,97.35,completed,2024-03-02
51982,647,246.65,pending,2024-03-02
51983,362,561.75,cancelled,2024-03-02
51984,800,24.22,completed,2024-03-02
51985,337,266.06,completed,2024-03-03
51986,766,68.65,completed,2024-03-03
