transaction_id,customer_id,transaction_date,amount,product_category,status,day_of_week,hour,week_num,days_since_last_purchase,churn_risk
TXN_00273,CUST_001,2025-01-28 06:28:21,299.2,Subscription,completed,Tuesday,6,5,417,High
TXN_00274,CUST_036,2025-06-22 12:58:32,426.22,One-Time,pending,Sunday,12,25,424,High
TXN_00275,CUST_043,2025-03-17 06:25:45,12.32,Subscription,completed,Monday,6,12,418,High
TXN_00276,CUST_048,2025-03-28 19:33:03,428.15,Subscription,completed,Friday,19,13,453,High
TXN_00277,CUST_022,2025-03-26 01:54:16,313.37,Subscription,completed,Wednesday,1,13,488,High
TXN_00278,CUST_006,2025-05-21 21:24:58,89.74,Subscription,completed,Wednesday,21,21,448,High
TXN_00279,CUST_014,2025-01-12 16:36:44,388.74,Add-On,completed,Sunday,16,2,480,High
TXN_00280,CUST_043,2025-01-15 21:23:36,429.19,One-Time,completed,Wednesday,21,3,418,High
TXN_00281,CUST_044,2025-02-19 15:39:36,134.59,Subscription,completed,Wednesday,15,8,430,High
TXN_00282,CUST_032,2025-03-29 14:21:50,460.21,Subscription,completed,Saturday,14,13,421,High
TXN_00283,CUST_007,2025-05-01 19:15:21,232.68,Subscription,completed,Thursday,19,18,424,High
TXN_00284,CUST_007,2025-03-30 07:51:15,305.68,One-Time,completed,Sunday,7,13,424,High
TXN_00285,CUST_024,2025-03-21 09:50:45,492.48,Add-On,completed,Friday,9,12,445,High
TXN_00286,CUST_030,2025-06-18 19:24:37,187.15,Add-On,pending,Wednesday,19,25,423,High
TXN_00287,CUST_002,2025-01-29 23:36:06,408.45,Subscription,completed,Wednesday,23,5,429,High
TXN_00288,CUST_035,2025-04-13 21:51:54,166.02,Subscription,completed,Sunday,21,15,421,High
TXN_00289,CUST_028,2025-04-08 14:29:49,401.61,Subscription,pending,Tuesday,14,15,422,High
TXN_00290,CUST_001,2025-03-27 05:28:27,304.36,One-Time,completed,Thursday,5,13,417,High
TXN_00291,CUST_005,2025-05-26 08:49:15,116.01,Subscription,completed,Monday,8,22,423,High
TXN_00292,CUST_023,2025-02-18 01:20:05,212.87,One-Time,completed,Tuesday,1,8,426,High
TXN_00293,CUST_037,2025-06-21 16:17:55,165.64,One-Time,completed,Saturday,16,25,425,High
TXN_00294,CUST_042,2025-03-01 16:22:41,48.27,Subscription,completed,Saturday,16,9,430,High
TXN_00295,CUST_022,2025-04-09 02:25:09,24.62,Subscription,pending,Wednesday,2,15,488,High
TXN_00296,CUST_015,2025-04-04 17:18:17,179.77,Subscription,completed,Friday,17,14,422,High
TXN_00297,CUST_049,2025-06-02 23:02:25,19.33,Subscription,completed,Monday,23,23,430,High
TXN_00298,CUST_023,2025-03-21 00:05:51,91.09,Subscription,completed,Friday,0,12,426,High
TXN_00299,CUST_016,2025-02-21 05:17:40,365.34,One-Time,completed,Friday,5,8,430,High
TXN_00300,CUST_023,2025-01-04 21:21:51,356.96,Subscription,completed,Saturday,21,1,426,High
TXN_00301,CUST_001,2025-03-07 11:05:24,371.9,Subscription,completed,Friday,11,10,417,High
TXN_00302,CUST_016,2025-05-29 17:34:52,165.41,One-Time,completed,Thursday,17,22,430,High
TXN_00303,CUST_026,2025-01-02 18:50:16,446.11,One-Time,completed,Thursday,18,1,474,High
TXN_00304,CUST_046,2025-06-11 07:24:52,300.98,Subscription,completed,Wednesday,7,24,425,High
TXN_00305,CUST_037,2025-04-08 17:00:46,71.75,Add-On,completed,Tuesday,17,15,425,High
TXN_00306,CUST_040,2025-01-26 05:52:33,80.42,Add-On,completed,Sunday,5,4,463,High
TXN_00307,CUST_028,2025-02-24 09:24:52,349.62,One-Time,completed,Monday,9,9,422,High
TXN_00308,CUST_006,2025-04-10 17:26:10,94.74,One-Time,completed,Thursday,17,15,448,High
TXN_00309,CUST_020,2025-02-26 19:47:24,258.57,Subscription,completed,Wednesday,19,9,514,High
TXN_00310,CUST_050,2025-01-20 13:02:49,495.97,Add-On,completed,Monday,13,4,458,High
TXN_00311,CUST_003,2025-04-30 21:04:19,11.96,Subscription,completed,Wednesday,21,18,422,High
TXN_00312,CUST_044,2025-05-02 00:04:37,18.12,Add-On,completed,Friday,0,18,430,High
TXN_00313,CUST_035,2025-01-22 09:32:12,496.61,One-Time,completed,Wednesday,9,4,421,High
TXN_00314,CUST_015,2025-02-20 14:55:47,296.47,Subscription,completed,Thursday,14,8,422,High
TXN_00315,CUST_039,2025-02-13 21:31:56,72.19,Subscription,pending,Thursday,21,7,418,High
TXN_00316,CUST_042,2025-04-29 16:42:20,449.68,One-Time,completed,Tuesday,16,18,430,High
TXN_00317,CUST_003,2025-05-12 10:52:36,441.39,One-Time,completed,Monday,10,20,422,High
TXN_00318,CUST_006,2025-05-11 20:37:00,272.74,Subscription,completed,Sunday,20,19,448,High
TXN_00319,CUST_034,2025-06-18 23:26:54,314.68,One-Time,completed,Wednesday,23,25,420,High
TXN_00320,CUST_050,2025-05-19 08:33:25,143.86,Add-On,completed,Monday,8,21,458,High
TXN_00321,CUST_002,2025-02-27 17:20:06,34.75,Subscription,pending,Thursday,17,9,429,High
TXN_00322,CUST_034,2025-01-20 09:26:27,301.34,Subscription,completed,Monday,9,4,420,High
TXN_00323,CUST_007,2025-04-21 15:15:25,154.43,Subscription,completed,Monday,15,17,424,High
TXN_00324,CUST_033,2025-06-14 21:10:16,335.17,One-Time,completed,Saturday,21,24,432,High
TXN_00325,CUST_032,2025-06-25 12:40:15,419.76,Subscription,completed,Wednesday,12,26,421,High
TXN_00326,CUST_005,2025-02-11 10:31:27,18.9,Add-On,completed,Tuesday,10,7,423,High
TXN_00327,CUST_035,2025-02-12 13:29:14,301.9,Subscription,completed,Wednesday,13,7,421,High
TXN_00328,CUST_045,2025-01-07 17:37:20,123.33,One-Time,completed,Tuesday,17,2,422,High
TXN_00329,CUST_044,2025-01-26 10:15:08,438.21,Subscription,pending,Sunday,10,4,430,High
TXN_00330,CUST_002,2025-04-10 20:57:45,134.3,Subscription,completed,Thursday,20,15,429,High
TXN_00331,CUST_013,2025-04-09 10:11:24,309.28,One-Time,completed,Wednesday,10,15,448,High
TXN_00332,CUST_013,2025-03-08 18:23:03,281.24,Subscription,failed,Saturday,18,10,448,High
TXN_00333,CUST_023,2025-02-25 19:00:26,204.12,One-Time,completed,Tuesday,19,9,426,High
TXN_00334,CUST_008,2025-05-30 08:41:30,342.03,Refund,completed,Friday,8,22,418,High
TXN_00335,CUST_043,2025-03-24 19:20:47,365.63,Refund,completed,Monday,19,13,418,High
TXN_00336,CUST_039,2025-05-26 11:38:46,287.8,Add-On,completed,Monday,11,22,418,High
TXN_00337,CUST_041,2025-06-23 09:04:30,381.63,Subscription,completed,Monday,9,26,423,High
TXN_00338,CUST_010,2025-02-27 02:02:24,491.87,One-Time,completed,Thursday,2,9,422,High
TXN_00339,CUST_001,2025-02-06 11:49:46,215.44,Add-On,completed,Thursday,11,6,417,High
TXN_00340,CUST_046,2025-06-21 12:31:31,262.15,Subscription,completed,Saturday,12,25,425,High
TXN_00341,CUST_015,2025-04-25 06:28:13,16.11,Subscription,completed,Friday,6,17,422,High
TXN_00342,CUST_033,2025-02-22 08:45:54,400.05,Add-On,completed,Saturday,8,8,432,High
TXN_00343,CUST_046,2025-04-22 22:26:06,264.91,Subscription,completed,Tuesday,22,17,425,High
TXN_00344,CUST_002,2025-04-03 17:02:48,209.9,One-Time,pending,Thursday,17,14,429,High
TXN_00345,CUST_001,2025-06-12 23:53:56,56.1,Refund,completed,Thursday,23,24,417,High
TXN_00346,CUST_001,2025-02-16 01:46:09,445.93,One-Time,completed,Sunday,1,7,417,High
TXN_00347,CUST_008,2025-06-28 10:46:25,203.55,Subscription,completed,Saturday,10,26,418,High
TXN_00348,CUST_003,2025-06-18 11:42:29,344.46,Subscription,completed,Wednesday,11,25,422,High
TXN_00349,CUST_041,2025-02-02 12:37:57,83.19,Subscription,completed,Sunday,12,5,423,High
TXN_00350,CUST_031,2025-01-30 15:06:20,481.16,Subscription,completed,Thursday,15,5,433,High
TXN_00351,CUST_050,2025-04-06 23:14:15,97.44,One-Time,completed,Sunday,23,14,458,High
TXN_00352,CUST_041,2025-01-09 02:00:49,107.78,Add-On,pending,Thursday,2,2,423,High
TXN_00353,CUST_049,2025-02-23 18:48:25,430.9,Subscription,completed,Sunday,18,8,430,High
TXN_00354,CUST_012,2025-03-20 07:37:09,457.17,Subscription,completed,Thursday,7,12,434,High
TXN_00355,CUST_015,2025-06-24 11:41:33,113.95,Add-On,pending,Tuesday,11,26,422,High
TXN_00356,CUST_043,2025-06-28 15:03:44,240.2,Subscription,failed,Saturday,15,26,418,High
TXN_00357,CUST_013,2025-01-28 06:39:09,369.41,One-Time,completed,Tuesday,6,5,448,High
TXN_00358,CUST_003,2025-06-10 12:02:44,440.4,Subscription,completed,Tuesday,12,24,422,High
TXN_00359,CUST_034,2025-01-17 08:48:45,195.74,One-Time,completed,Friday,8,3,420,High
TXN_00360,CUST_041,2025-05-15 17:59:11,263.34,Subscription,completed,Thursday,17,20,423,High
TXN_00361,CUST_049,2025-06-02 05:10:35,373.44,One-Time,completed,Monday,5,23,430,High
TXN_00362,CUST_047,2025-06-10 08:13:24,368.26,Subscription,failed,Tuesday,8,24,430,High
TXN_00363,CUST_007,2025-02-10 05:09:55,393.65,One-Time,failed,Monday,5,7,424,High
TXN_00364,CUST_039,2025-06-10 19:41:22,289.27,Subscription,completed,Tuesday,19,24,418,High
TXN_00365,CUST_043,2025-01-21 21:02:15,61.26,Subscription,completed,Tuesday,21,4,418,High
TXN_00366,CUST_035,2025-04-04 09:28:05,452.95,One-Time,pending,Friday,9,14,421,High
TXN_00367,CUST_041,2025-03-26 12:26:08,434.13,Subscription,pending,Wednesday,12,13,423,High
TXN_00368,CUST_042,2025-02-26 20:48:48,401.07,Subscription,completed,Wednesday,20,9,430,High
TXN_00369,CUST_023,2025-01-04 23:31:59,58.93,Subscription,completed,Saturday,23,1,426,High
TXN_00370,CUST_003,2025-05-19 23:05:37,110.15,Subscription,pending,Monday,23,21,422,High
TXN_00371,CUST_023,2025-03-02 09:43:16,374.36,Subscription,completed,Sunday,9,9,426,High
TXN_00372,CUST_011,2025-04-30 02:22:35,21.34,Add-On,completed,Wednesday,2,18,431,High
TXN_00373,CUST_006,2025-03-15 20:09:00,489.82,Subscription,failed,Saturday,20,11,448,High
TXN_00374,CUST_007,2025-03-09 06:12:04,194.8,Add-On,failed,Sunday,6,10,424,High
TXN_00375,CUST_035,2025-06-09 12:47:54,362.46,Refund,pending,Monday,12,24,421,High
TXN_00376,CUST_026,2025-01-18 00:05:45,444.91,Subscription,completed,Saturday,0,3,474,High
TXN_00377,CUST_027,2025-05-13 14:11:13,203.37,One-Time,completed,Tuesday,14,20,430,High
TXN_00378,CUST_038,2025-05-15 10:07:52,166.37,Add-On,completed,Thursday,10,20,421,High
TXN_00379,CUST_028,2025-03-10 09:33:47,308.28,One-Time,completed,Monday,9,11,422,High
TXN_00380,CUST_032,2025-02-17 05:49:45,294.68,Subscription,completed,Monday,5,8,421,High
TXN_00381,CUST_005,2025-01-01 22:55:35,210.48,Subscription,completed,Wednesday,22,1,423,High
TXN_00382,CUST_043,2025-06-18 15:01:58,304.87,Subscription,completed,Wednesday,15,25,418,High
TXN_00383,CUST_023,2025-06-20 14:11:59,468.34,One-Time,completed,Friday,14,25,426,High
TXN_00384,CUST_008,2025-02-13 08:59:34,239.14,Refund,completed,Thursday,8,7,418,High
TXN_00385,CUST_041,2025-01-06 17:51:20,106.4,Refund,completed,Monday,17,2,423,High
TXN_00386,CUST_037,2025-01-23 02:18:51,194.83,Subscription,completed,Thursday,2,4,425,High
TXN_00387,CUST_003,2025-01-13 04:13:01,203.11,One-Time,completed,Monday,4,3,422,High
TXN_00388,CUST_010,2025-05-30 14:24:24,74.24,Subscription,completed,Friday,14,22,422,High
TXN_00389,CUST_001,2025-06-10 13:03:26,89.81,Add-On,pending,Tuesday,13,24,417,High
TXN_00390,CUST_014,2025-01-28 14:11:17,345.44,Subscription,completed,Tuesday,14,5,480,High
TXN_00391,CUST_005,2025-05-15 09:54:52,176.34,Add-On,completed,Thursday,9,20,423,High
TXN_00392,CUST_036,2025-02-02 06:26:20,477.9,Add-On,completed,Sunday,6,5,424,High
TXN_00393,CUST_027,2025-03-08 02:20:34,129.36,Subscription,completed,Saturday,2,10,430,High
TXN_00394,CUST_050,2025-04-18 21:20:01,58.47,Subscription,completed,Friday,21,16,458,High
TXN_00395,CUST_038,2025-05-10 14:05:01,379.22,Add-On,completed,Saturday,14,19,421,High
TXN_00396,CUST_031,2025-06-07 10:06:28,441.71,Subscription,completed,Saturday,10,23,433,High
TXN_00397,CUST_026,2025-01-09 01:28:13,146.28,One-Time,completed,Thursday,1,2,474,High
TXN_00398,CUST_003,2025-02-05 08:35:51,109.02,Add-On,completed,Wednesday,8,6,422,High
TXN_00399,CUST_004,2025-02-20 11:47:50,101.03,One-Time,completed,Thursday,11,8,506,High
TXN_00400,CUST_031,2025-02-25 20:35:53,265.79,Subscription,completed,Tuesday,20,9,433,High
TXN_00401,CUST_001,2025-06-29 15:28:49,239.52,Subscription,completed,Sunday,15,26,417,High
TXN_00402,CUST_003,2025-05-20 22:23:20,137.13,Subscription,completed,Tuesday,22,21,422,High
TXN_00403,CUST_011,2025-02-27 16:12:08,32.13,Refund,pending,Thursday,16,9,431,High
TXN_00404,CUST_045,2025-06-24 22:17:24,245.93,Subscription,completed,Tuesday,22,26,422,High
TXN_00405,CUST_023,2025-03-31 21:00:22,480.07,Subscription,completed,Monday,21,14,426,High
TXN_00406,CUST_036,2025-04-01 03:12:06,329.73,Subscription,completed,Tuesday,3,14,424,High
TXN_00407,CUST_021,2025-03-20 01:34:44,252.8,Refund,completed,Thursday,1,12,442,High
TXN_00408,CUST_009,2025-01-26 21:38:13,64.24,Subscription,completed,Sunday,21,4,417,High
TXN_00409,CUST_019,2025-06-18 04:29:20,133.69,Add-On,pending,Wednesday,4,25,418,High
TXN_00410,CUST_005,2025-01-03 12:12:17,154.44,One-Time,pending,Friday,12,1,423,High
TXN_00411,CUST_039,2025-02-01 08:52:59,384.75,Add-On,completed,Saturday,8,5,418,High
TXN_00412,CUST_010,2025-02-11 08:06:50,439.59,Refund,completed,Tuesday,8,7,422,High
TXN_00413,CUST_019,2025-02-20 06:33:54,451.8,Add-On,pending,Thursday,6,8,418,High
TXN_00414,CUST_050,2025-01-24 17:28:19,492.44,Add-On,completed,Friday,17,4,458,High
TXN_00415,CUST_030,2025-01-04 05:35:35,491.36,Subscription,completed,Saturday,5,1,423,High
TXN_00416,CUST_023,2025-05-02 23:29:07,476.97,One-Time,completed,Friday,23,18,426,High
TXN_00417,CUST_028,2025-06-24 11:25:07,45.19,One-Time,completed,Tuesday,11,26,422,High
TXN_00418,CUST_040,2025-01-22 22:18:59,77.52,One-Time,completed,Wednesday,22,4,463,High
TXN_00419,CUST_013,2025-02-23 09:01:55,159.19,Add-On,completed,Sunday,9,8,448,High
TXN_00420,CUST_032,2025-04-02 03:20:43,280.92,Refund,failed,Wednesday,3,14,421,High
TXN_00421,CUST_044,2025-06-16 22:48:36,57.52,One-Time,completed,Monday,22,25,430,High
TXN_00422,CUST_029,2025-05-05 23:12:49,424.44,Subscription,completed,Monday,23,19,422,High
TXN_00423,CUST_023,2025-05-18 21:55:57,312.21,Subscription,completed,Sunday,21,20,426,High
TXN_00424,CUST_008,2025-04-15 14:25:25,275.76,Subscription,completed,Tuesday,14,16,418,High
TXN_00425,CUST_013,2025-03-17 01:35:40,91.0,Subscription,completed,Monday,1,12,448,High
TXN_00426,CUST_048,2025-02-05 23:01:50,134.1,Subscription,completed,Wednesday,23,6,453,High
TXN_00427,CUST_028,2025-06-05 13:50:17,88.55,Subscription,completed,Thursday,13,23,422,High
TXN_00428,CUST_016,2025-05-25 17:49:04,427.45,Subscription,completed,Sunday,17,21,430,High
TXN_00429,CUST_021,2025-01-05 12:26:15,296.27,One-Time,completed,Sunday,12,1,442,High
TXN_00430,CUST_029,2025-05-09 18:33:31,370.21,Subscription,completed,Friday,18,19,422,High
TXN_00431,CUST_027,2025-01-16 04:33:23,155.06,Add-On,completed,Thursday,4,3,430,High
TXN_00432,CUST_035,2025-05-14 00:24:39,191.91,One-Time,completed,Wednesday,0,20,421,High
TXN_00433,CUST_013,2025-05-29 16:07:14,208.38,Subscription,completed,Thursday,16,22,448,High
TXN_00434,CUST_033,2025-01-24 14:10:10,382.41,Subscription,pending,Friday,14,4,432,High
TXN_00435,CUST_023,2025-03-20 02:10:15,388.45,Subscription,completed,Thursday,2,12,426,High
TXN_00436,CUST_048,2025-01-23 06:36:59,111.34,Refund,completed,Thursday,6,4,453,High
TXN_00437,CUST_008,2025-04-13 02:39:33,471.35,Subscription,completed,Sunday,2,15,418,High
TXN_00438,CUST_008,2025-06-16 23:04:12,69.12,One-Time,completed,Monday,23,25,418,High
TXN_00439,CUST_024,2025-01-15 13:21:23,449.1,Add-On,completed,Wednesday,13,3,445,High
TXN_00440,CUST_026,2025-03-13 13:32:16,59.19,Refund,completed,Thursday,13,11,474,High
TXN_00441,CUST_035,2025-06-25 03:52:50,139.62,Subscription,completed,Wednesday,3,26,421,High
TXN_00442,CUST_021,2025-02-24 04:05:54,424.77,Subscription,completed,Monday,4,9,442,High
TXN_00443,CUST_046,2025-01-24 19:10:34,97.95,Subscription,completed,Friday,19,4,425,High
TXN_00444,CUST_024,2025-03-29 22:40:59,212.65,Subscription,completed,Saturday,22,13,445,High
TXN_00445,CUST_007,2025-04-02 12:10:10,230.43,Subscription,pending,Wednesday,12,14,424,High
TXN_00446,CUST_006,2025-04-30 07:34:24,130.18,One-Time,pending,Wednesday,7,18,448,High
TXN_00447,CUST_049,2025-02-26 11:20:46,358.02,Add-On,completed,Wednesday,11,9,430,High
TXN_00448,CUST_007,2025-06-22 00:17:32,427.15,One-Time,pending,Sunday,0,25,424,High
TXN_00449,CUST_048,2025-04-04 18:49:05,438.54,One-Time,completed,Friday,18,14,453,High
TXN_00450,CUST_014,2025-02-21 13:26:51,176.27,Subscription,pending,Friday,13,8,480,High
TXN_00451,CUST_005,2025-06-22 20:25:43,270.12,Add-On,failed,Sunday,20,25,423,High
TXN_00452,CUST_016,2025-06-16 11:10:20,131.72,One-Time,completed,Monday,11,25,430,High
TXN_00453,CUST_031,2025-03-31 20:23:30,129.95,Add-On,completed,Monday,20,14,433,High
TXN_00454,CUST_022,2025-01-05 11:23:34,89.01,Add-On,failed,Sunday,11,1,488,High
TXN_00455,CUST_040,2025-04-18 10:45:50,470.61,Subscription,pending,Friday,10,16,463,High
TXN_00456,CUST_031,2025-04-10 22:27:19,445.11,Subscription,failed,Thursday,22,15,433,High
TXN_00457,CUST_021,2025-01-27 16:15:37,390.91,Subscription,completed,Monday,16,5,442,High
TXN_00458,CUST_032,2025-04-25 02:46:20,263.65,Subscription,completed,Friday,2,17,421,High
TXN_00459,CUST_049,2025-06-01 08:13:41,250.4,Add-On,pending,Sunday,8,22,430,High
TXN_00460,CUST_021,2025-01-20 01:28:36,269.58,Subscription,completed,Monday,1,4,442,High
TXN_00461,CUST_008,2025-05-11 04:45:13,272.92,One-Time,completed,Sunday,4,19,418,High
TXN_00462,CUST_021,2025-01-26 06:16:01,222.94,One-Time,completed,Sunday,6,4,442,High
TXN_00463,CUST_043,2025-05-15 18:55:46,74.56,Subscription,completed,Thursday,18,20,418,High
TXN_00464,CUST_011,2025-03-17 10:34:25,71.58,Subscription,completed,Monday,10,12,431,High
TXN_00465,CUST_048,2025-01-02 04:07:39,476.6,One-Time,completed,Thursday,4,1,453,High
TXN_00466,CUST_030,2025-06-23 22:07:18,246.2,One-Time,completed,Monday,22,26,423,High
TXN_00467,CUST_031,2025-01-30 20:59:31,477.07,Subscription,completed,Thursday,20,5,433,High
TXN_00468,CUST_016,2025-04-18 06:54:13,90.15,Subscription,pending,Friday,6,16,430,High
TXN_00469,CUST_047,2025-02-02 15:56:33,281.66,One-Time,completed,Sunday,15,5,430,High
TXN_00470,CUST_002,2025-06-17 22:39:37,111.78,Subscription,completed,Tuesday,22,25,429,High
TXN_00471,CUST_015,2025-05-13 21:33:58,134.06,Add-On,completed,Tuesday,21,20,422,High
TXN_00472,CUST_021,2025-05-25 18:50:20,24.73,Subscription,failed,Sunday,18,21,442,High
TXN_00473,CUST_024,2025-03-19 18:35:06,68.29,Subscription,completed,Wednesday,18,12,445,High
TXN_00474,CUST_024,2025-03-26 03:05:18,459.26,Subscription,completed,Wednesday,3,13,445,High
TXN_00475,CUST_008,2025-04-25 04:10:51,167.55,One-Time,completed,Friday,4,17,418,High
TXN_00476,CUST_012,2025-05-22 06:10:41,307.98,One-Time,completed,Thursday,6,21,434,High
TXN_00477,CUST_005,2025-06-02 10:57:05,237.86,Subscription,completed,Monday,10,23,423,High
TXN_00478,CUST_029,2025-01-04 05:03:17,206.22,Refund,pending,Saturday,5,1,422,High
TXN_00479,CUST_018,2025-04-30 10:35:06,270.62,Subscription,completed,Wednesday,10,18,429,High
TXN_00480,CUST_029,2025-01-20 15:30:07,101.75,Subscription,completed,Monday,15,4,422,High
TXN_00481,CUST_030,2025-02-21 19:51:54,494.42,Subscription,pending,Friday,19,8,423,High
TXN_00482,CUST_036,2025-05-30 07:07:53,410.97,Subscription,completed,Friday,7,22,424,High
TXN_00483,CUST_028,2025-02-15 02:13:00,373.39,One-Time,pending,Saturday,2,7,422,High
TXN_00484,CUST_033,2025-05-24 10:14:59,239.69,Subscription,completed,Saturday,10,21,432,High
TXN_00485,CUST_030,2025-03-25 08:11:37,84.91,One-Time,completed,Tuesday,8,13,423,High
TXN_00486,CUST_033,2025-02-11 21:00:28,461.13,Subscription,pending,Tuesday,21,7,432,High
TXN_00487,CUST_031,2025-03-02 03:56:05,177.28,Refund,completed,Sunday,3,9,433,High
TXN_00488,CUST_016,2025-04-06 12:55:28,34.55,Subscription,completed,Sunday,12,14,430,High
TXN_00489,CUST_013,2025-05-18 17:26:08,177.78,Add-On,failed,Sunday,17,20,448,High
TXN_00490,CUST_040,2025-04-20 01:59:18,399.28,Subscription,completed,Sunday,1,16,463,High
TXN_00491,CUST_018,2025-06-17 23:31:37,315.13,Subscription,completed,Tuesday,23,25,429,High
TXN_00492,CUST_028,2025-06-06 04:37:56,377.91,Add-On,completed,Friday,4,23,422,High
TXN_00493,CUST_010,2025-05-16 14:29:14,398.88,One-Time,completed,Friday,14,20,422,High
TXN_00494,CUST_022,2025-04-19 13:25:22,113.86,One-Time,completed,Saturday,13,16,488,High
TXN_00495,CUST_027,2025-02-22 04:10:37,462.65,Subscription,completed,Saturday,4,8,430,High
TXN_00496,CUST_032,2025-03-16 06:18:33,224.61,One-Time,completed,Sunday,6,11,421,High
TXN_00497,CUST_027,2025-01-22 09:37:23,323.12,Add-On,completed,Wednesday,9,4,430,High
TXN_00498,CUST_019,2025-03-09 08:28:30,11.13,One-Time,completed,Sunday,8,10,418,High
TXN_00499,CUST_049,2025-06-16 18:21:36,496.75,Subscription,pending,Monday,18,25,430,High
TXN_00500,CUST_026,2025-03-18 15:48:38,147.64,One-Time,completed,Tuesday,15,12,474,High
