customer_id,customer_name,total_transactions,purchase_count,total_spent,days_as_customer,days_since_last_purchase,transactions_per_month,avg_spend_per_transaction,lifetime_value_per_month,engagement_tier,spend_quartile,recency_score,frequency_score,monetary_score,rfm_score
295,Customer_295,12,12,432.07,421,8,0.86,36.01,30.79,low,Q1,5,3,1,9
296,Customer_296,10,10,374.28,164,104,1.83,37.43,68.47,low,Q1,3,2,1,6
297,Customer_297,11,11,879.89,224,132,1.47,79.99,117.84,low,Q2,3,2,2,7
298,Customer_298,12,12,2051.61,430,184,0.84,170.97,143.14,low,Q4,2,3,5,10
299,Customer_299,17,17,2186.69,669,281,0.76,128.63,98.06,low,Q4,1,5,5,11
300,Customer_300,18,18,2343.49,62,3,8.71,130.19,1133.95,medium,Q4,5,5,5,15
301,Customer_301,19,19,1540.85,717,195,0.79,81.1,64.47,low,Q3,2,5,4,11
302,Customer_302,7,7,819.12,489,155,0.43,117.02,50.25,low,Q2,3,1,2,6
303,Customer_303,9,9,239.13,499,93,0.54,26.57,14.38,low,Q1,3,1,1,5
304,Customer_304,10,10,1235.95,404,160,0.74,123.6,91.78,low,Q3,2,2,3,7
305,Customer_305,12,12,1998.71,51,19,7.06,166.56,1175.71,medium,Q4,5,3,5,13
306,Customer_306,13,13,1559.34,699,5,0.56,119.95,66.92,low,Q3,5,4,4,13
307,Customer_307,9,9,1443.81,67,18,4.03,160.42,646.48,medium,Q3,5,1,4,10
308,Customer_308,7,7,960.51,259,92,0.81,137.22,111.26,low,Q2,3,1,2,6
309,Customer_309,14,14,611.61,394,170,1.07,43.69,46.57,low,Q1,2,4,1,7
310,Customer_310,12,12,1978.56,592,317,0.61,164.88,100.26,low,Q4,1,3,5,9
311,Customer_311,7,7,247.09,467,22,0.45,35.3,15.87,low,Q1,5,1,1,7
312,Customer_312,12,12,1293.18,312,149,1.15,107.76,124.34,low,Q3,3,3,3,9
313,Customer_313,12,12,564.38,56,6,6.43,47.03,302.35,medium,Q1,5,3,1,9
314,Customer_314,13,13,348.59,255,1,1.53,26.81,41.01,low,Q1,5,4,1,10
315,Customer_315,17,17,1537.06,306,133,1.67,90.42,150.69,low,Q3,3,5,4,12
316,Customer_316,9,9,636.58,638,233,0.42,70.73,29.93,low,Q1,2,1,1,4
317,Customer_317,11,11,1103.63,313,12,1.05,100.33,105.78,low,Q2,5,2,3,10
318,Customer_318,17,17,1945.92,510,346,1.0,114.47,114.47,low,Q4,1,5,5,11
319,Customer_319,9,9,286.02,482,46,0.56,31.78,17.8,low,Q1,4,1,1,6
320,Customer_320,11,11,484.72,688,546,0.48,44.07,21.14,low,Q1,1,2,1,4
321,Customer_321,11,11,1227.49,545,433,0.61,111.59,67.57,low,Q2,1,2,3,6
322,Customer_322,8,8,625.53,576,78,0.42,78.19,32.58,low,Q1,4,1,1,6
323,Customer_323,16,16,2208.35,221,45,2.17,138.02,299.78,medium,Q4,4,5,5,14
324,Customer_324,6,6,756.63,78,27,2.31,126.1,291.01,medium,Q2,5,1,2,8
325,Customer_325,13,13,2028.89,541,73,0.72,156.07,112.51,low,Q4,4,4,5,13
326,Customer_326,12,12,1588.04,46,26,7.83,132.34,1035.68,medium,Q3,5,3,4,12
327,Customer_327,11,11,1008.03,201,47,1.64,91.64,150.45,low,Q2,4,2,3,9
328,Customer_328,11,11,1422.41,249,121,1.33,129.31,171.37,low,Q3,3,2,4,9
329,Customer_329,14,14,947.58,187,56,2.25,67.68,152.02,medium,Q2,4,4,2,10
330,Customer_330,7,7,507.35,506,350,0.42,72.48,30.08,low,Q1,1,1,1,3
331,Customer_331,13,13,1914.81,75,43,5.2,147.29,765.92,medium,Q4,4,4,5,13
332,Customer_332,6,6,565.17,402,319,0.45,94.2,42.18,low,Q1,1,1,1,3
333,Customer_333,17,17,2528.73,547,48,0.93,148.75,138.69,low,Q4,4,5,5,14
334,Customer_334,10,10,1524.75,128,61,2.34,152.48,357.36,medium,Q3,4,2,4,10
335,Customer_335,10,10,1579.22,66,17,4.55,157.92,717.83,medium,Q3,5,2,4,11
336,Customer_336,12,12,2004.94,309,26,1.17,167.08,194.65,low,Q4,5,3,5,13
337,Customer_337,15,15,1377.04,378,292,1.19,91.8,109.29,low,Q3,1,5,4,10
338,Customer_338,12,12,893.09,526,257,0.68,74.42,50.94,low,Q2,2,3,2,7
339,Customer_339,14,14,1613.37,331,8,1.27,115.24,146.23,low,Q3,5,4,4,13
340,Customer_340,10,10,825.32,210,113,1.43,82.53,117.9,low,Q2,3,2,2,7
341,Customer_341,14,14,1654.33,636,355,0.66,118.17,78.03,low,Q3,1,4,4,9
342,Customer_342,14,14,1881.12,128,52,3.28,134.37,440.89,medium,Q4,4,4,5,13
343,Customer_343,5,5,658.51,729,303,0.21,131.7,27.1,low,Q1,1,1,2,4
344,Customer_344,20,20,1661.11,145,56,4.14,83.06,343.68,medium,Q3,4,5,4,13
345,Customer_345,14,14,712.09,220,14,1.91,50.86,97.1,low,Q1,5,4,2,11
346,Customer_346,12,12,1100.78,282,218,1.28,91.73,117.1,low,Q2,2,3,3,8
347,Customer_347,11,11,518.12,190,28,1.74,47.1,81.81,low,Q1,5,2,1,8
348,Customer_348,10,10,1629.65,285,215,1.05,162.96,171.54,low,Q3,2,2,4,8
349,Customer_349,9,9,707.5,352,78,0.77,78.61,60.3,low,Q1,4,1,2,7
350,Customer_350,18,18,880.94,157,88,3.44,48.94,168.33,medium,Q2,3,5,2,10
351,Customer_351,16,16,463.11,47,2,10.21,28.94,295.6,high,Q1,5,5,1,11
352,Customer_352,13,13,1626.33,595,365,0.66,125.1,82.0,low,Q3,1,4,4,9
353,Customer_353,15,15,1855.8,599,154,0.75,123.72,92.94,low,Q4,3,5,5,13
354,Customer_354,14,14,1089.11,352,14,1.19,77.79,92.82,low,Q2,5,4,3,12
355,Customer_355,10,10,361.15,715,312,0.42,36.11,15.15,low,Q1,1,2,1,4
356,Customer_356,10,10,884.92,655,7,0.46,88.49,40.53,low,Q2,5,2,2,9
357,Customer_357,19,19,1391.54,317,3,1.8,73.24,131.69,low,Q3,5,5,4,14
358,Customer_358,10,10,1299.54,692,363,0.43,129.95,56.34,low,Q3,1,2,3,6
359,Customer_359,11,11,1307.85,668,508,0.49,118.9,58.74,low,Q3,1,2,3,6
360,Customer_360,16,16,1304.19,184,18,2.61,81.51,212.64,medium,Q3,5,5,3,13
361,Customer_361,18,18,1057.92,519,294,1.04,58.77,61.15,low,Q2,1,5,3,9
362,Customer_362,16,16,2850.33,415,227,1.16,178.15,206.05,low,Q4,2,5,5,12
363,Customer_363,15,15,1430.55,133,15,3.38,95.37,322.68,medium,Q3,5,5,4,14
364,Customer_364,10,10,1316.83,422,192,0.71,131.68,93.61,low,Q3,2,2,3,7
365,Customer_365,11,11,514.64,275,217,1.2,46.79,56.14,low,Q1,2,2,1,5
366,Customer_366,14,14,1403.73,205,119,2.05,100.27,205.42,medium,Q3,3,4,4,11
367,Customer_367,16,16,468.29,68,37,7.06,29.27,206.6,medium,Q1,4,5,1,10
368,Customer_368,12,12,1240.15,506,28,0.71,103.35,73.53,low,Q3,5,3,3,11
369,Customer_369,15,15,2616.34,711,39,0.63,174.42,110.39,low,Q4,4,5,5,14
370,Customer_370,12,12,1014.62,567,441,0.63,84.55,53.68,low,Q2,1,3,3,7
371,Customer_371,8,8,248.36,437,273,0.55,31.04,17.05,low,Q1,2,1,1,4
372,Customer_372,5,5,148.99,554,231,0.27,29.8,8.07,low,Q1,2,1,1,4
373,Customer_373,11,11,936.52,535,86,0.62,85.14,52.52,low,Q2,4,2,2,8
374,Customer_374,12,12,597.65,65,26,5.54,49.8,275.84,medium,Q1,5,3,1,9
375,Customer_375,7,7,200.34,714,126,0.29,28.62,8.42,low,Q1,3,1,1,5
376,Customer_376,9,9,1279.92,49,25,5.51,142.21,783.62,medium,Q3,5,1,3,9
377,Customer_377,14,14,1344.99,350,145,1.2,96.07,115.28,low,Q3,3,4,3,10
378,Customer_378,12,12,838.0,541,13,0.67,69.83,46.47,low,Q2,5,3,2,10
379,Customer_379,9,9,1480.62,429,212,0.63,164.51,103.54,low,Q3,2,1,4,7
380,Customer_380,7,7,301.01,683,25,0.31,43.0,13.22,low,Q1,5,1,1,7
381,Customer_381,7,7,1212.17,500,68,0.42,173.17,72.73,low,Q2,4,1,3,8
382,Customer_382,5,5,368.32,172,67,0.87,73.66,64.24,low,Q1,4,1,1,6
383,Customer_383,13,13,2115.13,121,18,3.22,162.7,524.41,medium,Q4,5,4,5,14
384,Customer_384,13,13,1539.93,383,111,1.02,118.46,120.62,low,Q3,3,4,4,11
385,Customer_385,11,11,1684.54,80,36,4.12,153.14,631.7,medium,Q4,4,2,4,10
386,Customer_386,17,17,3017.87,694,111,0.73,177.52,130.46,low,Q4,3,5,5,13
387,Customer_387,8,8,557.62,727,470,0.33,69.7,23.01,low,Q1,1,1,1,3
388,Customer_388,11,11,1913.74,604,34,0.55,173.98,95.05,low,Q4,5,2,5,12
389,Customer_389,12,12,1024.44,219,111,1.64,85.37,140.33,low,Q2,3,3,3,9
390,Customer_390,9,9,762.79,154,8,1.75,84.75,148.6,low,Q2,5,1,2,8
391,Customer_391,7,7,544.32,179,113,1.17,77.76,91.23,low,Q1,3,1,1,5
392,Customer_392,9,9,980.26,343,236,0.79,108.92,85.74,low,Q2,2,1,2,5
393,Customer_393,12,12,586.71,599,83,0.6,48.89,29.38,low,Q1,4,3,1,8
394,Customer_394,12,12,1329.9,371,42,0.97,110.82,107.54,low,Q3,4,3,3,10
395,Customer_395,16,16,1743.43,334,101,1.44,108.96,156.6,low,Q4,3,5,4,12
396,Customer_396,12,12,1717.14,721,518,0.5,143.1,71.45,low,Q4,1,3,4,8
397,Customer_397,10,10,1542.16,711,282,0.42,154.22,65.07,low,Q3,1,2,4,7
398,Customer_398,12,12,1119.22,83,64,4.34,93.27,404.54,medium,Q2,4,3,3,10
399,Customer_399,11,11,790.48,473,226,0.7,71.86,50.14,low,Q2,2,3,2,7
400,Customer_400,10,10,651.97,642,443,0.47,65.2,30.47,low,Q1,1,2,2,5
401,Customer_401,11,11,606.83,293,184,1.13,55.17,62.13,low,Q1,2,3,1,6
402,Customer_402,16,16,542.97,82,59,5.85,33.94,198.65,medium,Q1,4,5,1,10
403,Customer_403,17,17,1327.35,601,365,0.85,78.08,66.26,low,Q3,1,5,3,9
404,Customer_404,13,13,869.55,649,377,0.6,66.89,40.19,low,Q2,1,4,2,7
405,Customer_405,17,17,2971.51,34,1,15.0,174.79,2621.92,high,Q4,5,5,5,15
406,Customer_406,13,13,1448.78,132,53,2.95,111.44,329.27,medium,Q3,4,4,4,12
407,Customer_407,12,12,945.94,225,150,1.6,78.83,126.13,low,Q2,3,3,2,8
408,Customer_408,15,15,1724.59,379,277,1.19,114.97,136.51,low,Q4,1,5,4,10
409,Customer_409,14,14,652.06,76,6,5.53,46.58,257.39,medium,Q1,5,4,2,11
410,Customer_410,6,6,562.96,685,503,0.26,93.83,24.66,low,Q1,1,1,1,3
411,Customer_411,15,15,1830.99,298,112,1.51,122.07,184.33,low,Q4,3,5,5,13
412,Customer_412,10,10,1007.79,399,4,0.75,100.78,75.77,low,Q2,5,2,3,10
413,Customer_413,15,15,1309.14,665,350,0.68,87.28,59.06,low,Q3,1,5,3,9
414,Customer_414,8,8,1432.37,135,75,1.78,179.05,318.3,low,Q3,4,1,4,9
415,Customer_415,7,7,1130.14,699,446,0.3,161.45,48.5,low,Q2,1,1,3,5
416,Customer_416,15,15,1824.42,688,350,0.65,121.63,79.55,low,Q4,1,5,5,11
417,Customer_417,22,22,2491.58,686,137,0.96,113.25,108.96,low,Q4,3,5,5,13
418,Customer_418,15,15,1818.04,149,3,3.02,121.2,366.05,medium,Q4,5,5,5,15
419,Customer_419,11,11,618.24,633,243,0.52,56.2,29.3,low,Q1,2,3,1,6
420,Customer_420,7,7,603.72,87,31,2.41,86.25,208.18,medium,Q1,5,1,1,7
421,Customer_421,15,15,466.74,375,40,1.2,31.12,37.34,low,Q1,4,5,1,10
422,Customer_422,12,12,1184.52,503,229,0.72,98.71,70.65,low,Q2,2,3,3,8
423,Customer_423,13,13,1419.19,146,36,2.67,109.17,291.61,medium,Q3,4,4,4,12
424,Customer_424,14,14,844.22,156,24,2.69,60.3,162.35,medium,Q2,5,4,2,11
425,Customer_425,9,9,1569.82,422,223,0.64,174.42,111.6,low,Q3,2,1,4,7
426,Customer_426,11,11,1825.62,670,6,0.49,165.97,81.74,low,Q4,5,3,5,13
427,Customer_427,9,9,1232.39,87,66,3.1,136.93,424.96,medium,Q3,4,1,3,8
428,Customer_428,13,13,1399.77,663,468,0.59,107.67,63.34,low,Q3,1,4,4,9
429,Customer_429,9,9,1438.61,542,220,0.5,159.85,79.63,low,Q3,2,2,4,8
430,Customer_430,12,12,543.01,125,75,2.88,45.25,130.32,medium,Q1,4,3,1,8
431,Customer_431,14,14,2065.41,667,4,0.63,147.53,92.9,low,Q4,5,4,5,14
432,Customer_432,14,14,620.86,147,79,2.86,44.35,126.71,medium,Q1,4,4,1,9
433,Customer_433,19,19,2813.95,589,134,0.97,148.1,143.33,low,Q4,3,5,5,13
434,Customer_434,8,8,541.95,630,118,0.38,67.74,25.81,low,Q1,3,1,1,5
435,Customer_435,14,14,2253.29,517,369,0.81,160.95,130.75,low,Q4,1,4,5,10
436,Customer_436,9,9,1541.94,266,94,1.02,171.33,173.9,low,Q3,3,2,4,9
437,Customer_437,12,12,576.76,301,230,1.2,48.06,57.48,low,Q1,2,3,1,6
438,Customer_438,12,12,1160.58,218,62,1.65,96.71,159.71,low,Q2,4,3,3,10
439,Customer_439,13,13,2301.69,476,194,0.82,177.05,145.06,low,Q4,2,4,5,11
440,Customer_440,15,15,1498.92,610,335,0.74,99.93,73.72,low,Q3,1,5,4,10
441,Customer_441,12,12,1906.2,276,203,1.3,158.85,207.2,low,Q4,2,3,5,10
442,Customer_442,9,9,1046.28,105,8,2.57,116.25,298.94,medium,Q2,5,2,3,10
443,Customer_443,11,11,914.94,183,26,1.8,83.18,149.99,low,Q2,5,3,2,10
444,Customer_444,9,9,623.67,685,435,0.39,69.3,27.31,low,Q1,1,2,1,4
445,Customer_445,15,15,847.49,464,173,0.97,56.5,54.79,low,Q2,2,5,2,9
446,Customer_446,8,8,1144.63,115,44,2.09,143.08,298.6,medium,Q2,4,1,3,8
447,Customer_447,15,15,1273.71,726,326,0.62,84.91,52.63,low,Q3,1,5,3,9
448,Customer_448,11,11,1146.72,314,154,1.05,104.25,109.56,low,Q2,3,3,3,9
449,Customer_449,8,8,810.48,249,118,0.96,101.31,97.65,low,Q2,3,1,2,6
450,Customer_450,11,11,1259.26,98,68,3.37,114.48,385.49,medium,Q3,4,3,3,10
451,Customer_451,13,13,2069.14,76,19,5.13,159.16,816.77,medium,Q4,5,4,5,14
452,Customer_452,11,11,1947.16,123,84,2.68,177.01,474.92,medium,Q4,4,3,5,12
453,Customer_453,10,10,881.76,482,225,0.62,88.18,54.88,low,Q2,2,2,2,6
454,Customer_454,6,6,919.59,233,20,0.77,153.27,118.4,low,Q2,5,1,2,8
455,Customer_455,12,12,1722.02,247,113,1.46,143.5,209.15,low,Q4,3,3,4,10
456,Customer_456,13,13,1480.66,503,140,0.78,113.9,88.31,low,Q3,3,4,4,11
457,Customer_457,13,13,2251.43,461,47,0.85,173.19,146.51,low,Q4,4,4,5,13
458,Customer_458,15,15,841.1,370,1,1.22,56.07,68.2,low,Q2,5,5,2,12
459,Customer_459,16,16,670.98,580,90,0.83,41.94,34.71,low,Q1,3,5,2,10
460,Customer_460,6,6,944.18,641,142,0.28,157.36,44.19,low,Q2,3,1,2,6
461,Customer_461,10,10,930.68,318,64,0.94,93.07,87.8,low,Q2,4,2,2,8
462,Customer_462,14,14,2187.92,283,38,1.48,156.28,231.93,low,Q4,4,4,5,13
463,Customer_463,12,12,1961.15,386,293,0.93,163.43,152.42,low,Q4,1,3,5,9
464,Customer_464,8,8,277.45,52,11,4.62,34.68,160.07,medium,Q1,5,1,1,7
465,Customer_465,11,11,1781.31,551,356,0.6,161.94,96.99,low,Q4,1,3,5,9
466,Customer_466,9,9,850.41,129,77,2.09,94.49,197.77,medium,Q2,4,2,2,8
467,Customer_467,18,18,1874.11,209,3,2.58,104.12,269.01,medium,Q4,5,5,5,15
468,Customer_468,11,11,1343.34,252,161,1.31,122.12,159.92,low,Q3,2,3,3,8
469,Customer_469,15,15,2528.84,688,10,0.65,168.59,110.27,low,Q4,5,5,5,15
470,Customer_470,11,11,307.59,471,261,0.7,27.96,19.59,low,Q1,2,3,1,6
471,Customer_471,11,11,1088.02,637,407,0.52,98.91,51.24,low,Q2,1,3,3,7
472,Customer_472,13,13,1710.76,354,138,1.1,131.6,144.98,low,Q4,3,4,4,11
473,Customer_473,10,10,1370.2,545,172,0.55,137.02,75.42,low,Q3,2,2,3,7
474,Customer_474,16,16,2117.48,45,2,10.67,132.34,1411.65,high,Q4,5,5,5,15
475,Customer_475,12,12,550.05,365,13,0.99,45.84,45.21,low,Q1,5,3,1,9
476,Customer_476,19,19,1356.72,287,168,1.99,71.41,141.82,low,Q3,2,5,3,10
477,Customer_477,11,11,886.61,526,130,0.63,80.6,50.57,low,Q2,3,3,2,8
478,Customer_478,16,16,2395.0,189,84,2.54,149.69,380.16,medium,Q4,4,5,5,14
479,Customer_479,15,15,1023.12,504,321,0.89,68.21,60.9,low,Q2,1,5,3,9
480,Customer_480,12,12,691.91,693,319,0.52,57.66,29.95,low,Q1,1,3,2,6
481,Customer_481,6,6,1040.43,719,329,0.25,173.4,43.41,low,Q2,1,1,3,5
482,Customer_482,12,12,316.49,704,550,0.51,26.37,13.49,low,Q1,1,3,1,5
483,Customer_483,14,14,2515.27,409,94,1.03,179.66,184.49,low,Q4,3,4,5,12
484,Customer_484,8,8,1039.26,574,95,0.42,129.91,54.32,low,Q2,3,1,3,7
485,Customer_485,5,5,767.06,720,318,0.21,153.41,31.96,low,Q2,1,1,2,4
486,Customer_486,10,10,706.66,456,236,0.66,70.67,46.49,low,Q1,2,2,2,6
487,Customer_487,9,9,244.97,642,434,0.42,27.22,11.45,low,Q1,1,2,1,4
488,Customer_488,15,15,2090.55,297,78,1.52,139.37,211.17,low,Q4,4,5,5,14
489,Customer_489,15,15,2314.39,606,373,0.74,154.29,114.57,low,Q4,1,5,5,11
490,Customer_490,12,12,1677.29,446,137,0.81,139.77,112.82,low,Q4,3,3,4,10
491,Customer_491,7,7,329.99,197,76,1.07,47.14,50.25,low,Q1,4,1,1,6
492,Customer_492,11,11,1559.59,72,35,4.58,141.78,649.83,medium,Q3,4,3,4,11
493,Customer_493,17,17,2451.11,585,35,0.87,144.18,125.7,low,Q4,4,5,5,14
494,Customer_494,9,9,1143.66,314,1,0.86,127.07,109.27,low,Q2,5,2,3,10
495,Customer_495,14,14,2012.47,426,296,0.99,143.75,141.72,low,Q4,1,4,5,10
496,Customer_496,13,13,2029.53,41,22,9.51,156.12,1485.02,medium,Q4,5,4,5,14
497,Customer_497,10,10,1201.09,636,60,0.47,120.11,56.66,low,Q2,4,2,3,9
498,Customer_498,8,8,309.87,331,229,0.73,38.73,28.08,low,Q1,2,1,1,4
499,Customer_499,13,13,1307.57,282,14,1.38,100.58,139.1,low,Q3,5,4,3,12
500,Customer_500,14,14,518.5,528,316,0.8,37.04,29.46,low,Q1,1,4,1,6
