order_id,customer_id,segment,region,order_amount,order_status,order_date,churn_risk
51266,574,Starter,East,56.93,cancelled,2024-02-09,High
51267,705,Mid-Market,South,39.83,completed,2024-02-09,High
51268,763,Mid-Market,West,309.05,completed,2024-02-09,High
51269,17,Starter,South,109.54,completed,2024-02-09,High
51270,758,Starter,South,92.68,completed,2024-02-09,High
51271,788,Starter,North,104.53,shipped,2024-02-09,High
51272,452,Starter,East,550.93,completed,2024-02-09,High
51273,861,SMB,South,299.84,completed,2024-02-09,High
51274,450,Mid-Market,West,198.81,completed,2024-02-09,High
51275,59,Mid-Market,Central,66.47,cancelled,2024-02-09,High
51276,657,Starter,West,42.08,completed,2024-02-09,High
51277,708,SMB,South,396.57,pending,2024-02-09,High
51278,780,Starter,East,97.51,completed,2024-02-09,High
51279,563,Mid-Market,South,64.02,completed,2024-02-09,High
51280,164,Starter,Central,110.49,completed,2024-02-09,High
51281,494,Mid-Market,Central,389.88,completed,2024-02-10,High
51282,848,Enterprise,North,88.43,completed,2024-02-10,High
51283,267,Starter,West,139.05,completed,2024-02-10,High
51284,542,Starter,East,258.66,completed,2024-02-10,High
51285,721,Enterprise,East,98.57,shipped,2024-02-10,High
51286,6,Mid-Market,North,54.9,completed,2024-02-10,High
51287,459,Mid-Market,South,796.15,completed,2024-02-10,High
51288,763,Mid-Market,West,485.49,completed,2024-02-10,High
51289,844,Enterprise,Central,293.18,completed,2024-02-10,High
51290,691,Starter,West,189.89,completed,2024-02-10,High
51291,382,Starter,South,67.41,completed,2024-02-10,High
51292,835,Starter,East,381.99,completed,2024-02-10,High
51293,579,Starter,East,63.35,completed,2024-02-10,High
51294,870,Enterprise,Central,257.02,completed,2024-02-10,High
51295,788,Starter,North,390.63,pending,2024-02-10,High
51296,334,Mid-Market,Central,153.57,completed,2024-02-10,High
51297,19,Starter,South,258.73,completed,2024-02-10,High
51298,872,Starter,West,250.31,shipped,2024-02-10,High
51299,139,Starter,North,47.19,completed,2024-02-10,High
51300,161,Starter,South,180.36,completed,2024-02-10,High
51301,363,Starter,North,29.72,completed,2024-02-10,High
51302,841,Mid-Market,East,121.35,pending,2024-02-10,High
51303,423,Mid-Market,East,41.55,cancelled,2024-02-10,High
51304,222,Starter,South,95.77,shipped,2024-02-10,High
51305,139,Starter,North,283.45,completed,2024-02-10,High
51306,480,Starter,North,668.37,completed,2024-02-10,High
51307,343,Mid-Market,West,72.4,completed,2024-02-10,High
51308,205,Starter,East,128.88,completed,2024-02-10,High
51309,188,Starter,East,122.4,cancelled,2024-02-10,High
51310,595,SMB,North,478.18,completed,2024-02-10,High
51311,890,Mid-Market,West,112.68,completed,2024-02-10,High
51312,132,Mid-Market,South,195.15,pending,2024-02-10,High
51313,220,SMB,North,397.25,shipped,2024-02-11,High
51314,413,Enterprise,South,85.11,completed,2024-02-11,High
51315,680,SMB,South,363.61,completed,2024-02-11,High
51316,855,Mid-Market,West,389.16,completed,2024-02-11,High
51317,833,Mid-Market,North,415.32,completed,2024-02-11,High
51318,217,Starter,Central,62.3,completed,2024-02-11,High
51319,796,SMB,Central,91.71,completed,2024-02-11,High
51320,491,Starter,South,321.49,cancelled,2024-02-11,High
51321,563,Mid-Market,South,81.75,completed,2024-02-11,High
51322,442,Enterprise,North,152.54,completed,2024-02-11,High
51323,30,Mid-Market,East,33.84,completed,2024-02-11,High
51324,389,SMB,West,23.69,completed,2024-02-11,High
51325,750,Starter,Central,94.65,completed,2024-02-11,High
51326,667,Mid-Market,Central,144.74,pending,2024-02-11,High
51327,317,Starter,Central,89.81,pending,2024-02-11,High
51328,781,Starter,West,144.32,completed,2024-02-11,High
51329,1005,,,123.57,pending,2024-02-11,High
51330,126,Starter,South,188.61,completed,2024-02-11,High
51331,565,Starter,South,172.27,completed,2024-02-11,High
51332,138,SMB,Central,97.81,completed,2024-02-11,High
51333,157,Starter,North,98.01,pending,2024-02-11,High
51334,451,SMB,South,37.76,completed,2024-02-11,High
51335,897,Starter,Central,123.0,completed,2024-02-11,High
51336,93,SMB,South,147.71,shipped,2024-02-11,High
51337,573,Starter,West,112.08,completed,2024-02-11,High
51338,882,Starter,South,74.11,completed,2024-02-11,High
51339,884,Mid-Market,South,206.83,completed,2024-02-11,High
51340,758,Starter,South,26.64,completed,2024-02-11,High
51341,618,Starter,Central,383.78,completed,2024-02-11,High
51342,218,SMB,East,18.13,completed,2024-02-11,High
51343,313,Mid-Market,West,506.91,pending,2024-02-11,High
51344,859,Starter,South,108.08,completed,2024-02-11,High
51345,421,SMB,South,94.83,completed,2024-02-12,High
51346,44,Enterprise,West,59.45,completed,2024-02-12,High
51347,570,Starter,North,16.52,shipped,2024-02-12,High
51348,877,SMB,East,63.19,cancelled,2024-02-12,High
51349,338,SMB,South,32.38,completed,2024-02-12,High
51350,355,Mid-Market,South,176.74,completed,2024-02-12,High
51351,92,SMB,East,72.65,shipped,2024-02-12,High
51352,38,Mid-Market,East,233.62,shipped,2024-02-12,High
51353,186,Starter,West,49.77,completed,2024-02-12,High
51354,431,Mid-Market,Central,360.74,completed,2024-02-12,High
51355,156,Mid-Market,North,126.03,completed,2024-02-12,High
51356,845,Mid-Market,West,33.24,completed,2024-02-12,High
51357,656,Mid-Market,North,91.84,pending,2024-02-12,High
51358,754,Starter,West,49.74,completed,2024-02-12,High
51359,674,Starter,West,48.41,completed,2024-02-12,High
51360,144,Starter,East,120.9,completed,2024-02-12,High
51361,659,Starter,East,182.16,completed,2024-02-12,High
51362,164,Starter,Central,378.91,completed,2024-02-12,High
51363,279,SMB,East,119.62,completed,2024-02-12,High
51364,505,Starter,West,521.5,completed,2024-02-12,High
51365,897,Starter,Central,441.16,completed,2024-02-12,High
51366,90,Starter,West,315.44,completed,2024-02-12,High
51367,570,Starter,North,118.97,shipped,2024-02-12,High
51368,529,Mid-Market,East,37.78,cancelled,2024-02-12,High
51369,64,Starter,Central,51.87,completed,2024-02-12,High
51370,232,Starter,Central,171.48,shipped,2024-02-12,High
51371,310,Starter,Central,97.16,completed,2024-02-12,High
51372,416,Starter,Central,38.81,completed,2024-02-12,High
51373,757,Starter,South,112.8,cancelled,2024-02-12,High
51374,164,Starter,Central,17.64,completed,2024-02-12,High
51375,511,Starter,West,213.58,completed,2024-02-12,High
51376,556,Starter,South,26.46,cancelled,2024-02-12,High
51377,556,Starter,South,163.78,shipped,2024-02-13,High
51378,366,Starter,South,251.26,completed,2024-02-13,High
51379,338,SMB,South,36.35,cancelled,2024-02-13,High
51380,754,Starter,West,124.67,completed,2024-02-13,High
51381,858,Starter,East,241.48,completed,2024-02-13,High
51382,471,Mid-Market,North,60.29,completed,2024-02-13,High
51383,688,Starter,Central,41.67,completed,2024-02-13,High
51384,352,SMB,West,76.61,completed,2024-02-13,High
51385,509,Enterprise,Central,136.35,completed,2024-02-13,High
51386,213,Starter,Central,143.45,completed,2024-02-13,High
51387,876,Mid-Market,East,36.04,completed,2024-02-13,High
51388,47,Starter,Central,106.75,completed,2024-02-13,High
51389,469,Mid-Market,Central,61.85,completed,2024-02-13,High
51390,367,Enterprise,South,291.8,cancelled,2024-02-13,High
51391,762,Starter,North,71.44,completed,2024-02-13,High
51392,748,Starter,East,288.68,completed,2024-02-13,High
51393,796,SMB,Central,98.94,completed,2024-02-13,High
51394,483,Starter,East,209.52,shipped,2024-02-13,High
51395,468,SMB,Central,122.02,completed,2024-02-13,High
51396,700,Starter,West,160.91,completed,2024-02-13,High
51397,661,Starter,Central,90.47,completed,2024-02-13,High
51398,504,SMB,North,234.29,completed,2024-02-13,High
51399,483,Starter,East,98.06,completed,2024-02-13,High
51400,558,Mid-Market,South,106.72,completed,2024-02-13,High
51401,661,Starter,Central,124.37,pending,2024-02-13,High
51402,378,Mid-Market,East,282.41,completed,2024-02-13,High
51403,630,Starter,North,176.55,pending,2024-02-13,High
51404,439,SMB,South,79.42,pending,2024-02-13,High
51405,6,Mid-Market,North,181.44,pending,2024-02-13,High
51406,190,Mid-Market,North,169.26,cancelled,2024-02-13,High
51407,39,Starter,Central,416.09,shipped,2024-02-13,High
51408,142,Starter,Central,291.22,completed,2024-02-13,High
51409,178,Starter,South,171.38,completed,2024-02-14,High
51410,326,SMB,West,77.67,completed,2024-02-14,High
51411,892,SMB,Central,241.83,pending,2024-02-14,High
51412,600,Mid-Market,West,143.42,completed,2024-02-14,High
51413,512,Starter,Central,647.68,completed,2024-02-14,High
51414,124,Mid-Market,East,57.65,completed,2024-02-14,High
51415,860,Mid-Market,East,27.45,shipped,2024-02-14,High
51416,376,Starter,Central,25.87,shipped,2024-02-14,High
51417,391,Enterprise,South,168.26,completed,2024-02-14,High
51418,759,SMB,Central,435.17,completed,2024-02-14,High
51419,90,Starter,West,15.29,completed,2024-02-14,High
51420,87,SMB,North,209.07,completed,2024-02-14,High
51421,48,Starter,South,175.53,completed,2024-02-14,High
51422,547,Mid-Market,Central,212.69,completed,2024-02-14,High
51423,700,Starter,West,80.87,cancelled,2024-02-14,High
51424,110,Mid-Market,Central,272.63,completed,2024-02-14,High
51425,113,Enterprise,South,21.86,completed,2024-02-14,High
51426,685,Enterprise,Central,226.24,shipped,2024-02-14,High
51427,679,Enterprise,West,61.61,completed,2024-02-14,High
51428,688,Starter,Central,112.18,completed,2024-02-14,High
51429,290,Starter,North,274.43,completed,2024-02-14,High
51430,753,Starter,East,62.49,pending,2024-02-14,High
51431,848,Enterprise,North,45.72,completed,2024-02-14,High
51432,414,Starter,South,186.53,completed,2024-02-14,High
51433,390,SMB,West,129.34,cancelled,2024-02-14,High
51434,735,Starter,East,123.36,shipped,2024-02-14,High
51435,626,Starter,East,59.51,completed,2024-02-14,High
51436,29,Starter,South,20.33,shipped,2024-02-14,High
51437,844,Enterprise,Central,94.21,pending,2024-02-14,High
51438,148,Starter,West,31.9,cancelled,2024-02-14,High
51439,518,SMB,East,369.65,cancelled,2024-02-14,High
51440,17,Starter,South,21.32,completed,2024-02-14,High
51441,683,Mid-Market,West,99.75,completed,2024-02-15,High
51442,31,Starter,South,23.05,completed,2024-02-15,High
51443,857,Mid-Market,Central,30.06,completed,2024-02-15,High
51444,897,Starter,Central,176.32,pending,2024-02-15,High
51445,214,Mid-Market,Central,171.24,pending,2024-02-15,High
51446,702,Mid-Market,South,20.04,completed,2024-02-15,High
51447,53,Enterprise,South,15.17,completed,2024-02-15,High
51448,520,Mid-Market,West,27.31,completed,2024-02-15,High
51449,600,Mid-Market,West,230.95,completed,2024-02-15,High
51450,75,SMB,Central,146.77,shipped,2024-02-15,High
51451,817,Starter,North,20.83,completed,2024-02-15,High
51452,740,Starter,Central,115.44,completed,2024-02-15,High
51453,367,Enterprise,South,201.73,completed,2024-02-15,High
51454,494,Mid-Market,Central,319.83,completed,2024-02-15,High
51455,381,Mid-Market,North,422.8,cancelled,2024-02-15,High
51456,446,Enterprise,South,74.5,completed,2024-02-15,High
51457,52,SMB,West,36.9,pending,2024-02-15,High
51458,277,SMB,West,55.56,completed,2024-02-15,High
51459,881,Mid-Market,Central,239.53,completed,2024-02-15,High
51460,223,Mid-Market,West,548.59,completed,2024-02-15,High
51461,540,Mid-Market,Central,109.21,shipped,2024-02-15,High
51462,22,Mid-Market,East,69.65,completed,2024-02-15,High
51463,525,SMB,West,99.1,completed,2024-02-15,High
51464,1,Starter,West,69.54,completed,2024-02-15,High
51465,623,Starter,East,59.46,completed,2024-02-15,High
51466,854,SMB,East,150.12,completed,2024-02-15,High
51467,868,Mid-Market,South,17.38,completed,2024-02-15,High
51468,629,Mid-Market,South,60.08,completed,2024-02-15,High
51469,494,Mid-Market,Central,177.43,completed,2024-02-15,High
51470,596,Starter,East,19.89,completed,2024-02-15,High
51471,488,Starter,West,28.03,completed,2024-02-15,High
51472,860,Mid-Market,East,67.09,cancelled,2024-02-15,High
51473,779,SMB,South,330.32,completed,2024-02-16,High
51474,45,Starter,Central,232.15,pending,2024-02-16,High
51475,654,SMB,Central,18.36,completed,2024-02-16,High
51476,287,Starter,East,119.49,shipped,2024-02-16,High
51477,834,Mid-Market,North,63.17,completed,2024-02-16,High
51478,767,SMB,East,171.89,completed,2024-02-16,High
51479,405,Starter,South,206.78,shipped,2024-02-16,High
51480,222,Starter,South,313.02,shipped,2024-02-16,High
51481,758,Starter,South,111.77,shipped,2024-02-16,High
51482,285,Starter,Central,794.1,shipped,2024-02-16,High
51483,164,Starter,Central,601.7,completed,2024-02-16,High
51484,101,Mid-Market,South,335.77,completed,2024-02-16,High
51485,141,Enterprise,West,143.3,completed,2024-02-16,High
51486,364,Starter,Central,91.13,pending,2024-02-16,High
51487,500,Enterprise,West,82.97,completed,2024-02-16,High
51488,412,Enterprise,West,16.83,pending,2024-02-16,High
51489,553,Starter,Central,57.99,completed,2024-02-16,High
51490,892,SMB,Central,205.31,completed,2024-02-16,High
51491,275,Starter,West,153.81,completed,2024-02-16,High
51492,886,Mid-Market,North,387.3,completed,2024-02-16,High
51493,822,Mid-Market,Central,22.7,shipped,2024-02-16,High
51494,709,Starter,North,40.31,completed,2024-02-16,High
51495,489,Enterprise,Central,248.56,pending,2024-02-16,High
51496,357,Mid-Market,North,81.59,shipped,2024-02-16,High
51497,808,Enterprise,East,33.89,completed,2024-02-16,High
51498,251,Starter,West,861.14,pending,2024-02-16,High
51499,170,Starter,West,247.15,completed,2024-02-16,High
51500,720,SMB,South,93.83,completed,2024-02-16,High
51501,302,Starter,West,275.04,completed,2024-02-16,High
51502,62,Starter,East,186.2,completed,2024-02-16,High
51503,143,Starter,South,249.08,completed,2024-02-16,High
51504,154,Starter,West,268.28,pending,2024-02-16,High
51505,530,SMB,Central,28.28,completed,2024-02-17,High
51506,597,Starter,West,161.32,completed,2024-02-17,High
51507,748,Starter,East,16.02,completed,2024-02-17,High
51508,281,SMB,North,21.66,completed,2024-02-17,High
51509,479,Enterprise,North,366.48,shipped,2024-02-17,High
51510,397,SMB,East,127.48,shipped,2024-02-17,High
51511,71,SMB,North,214.72,completed,2024-02-17,High
51512,878,Starter,North,288.49,pending,2024-02-17,High
51513,434,Mid-Market,West,463.13,completed,2024-02-17,High
51514,283,Starter,West,320.29,completed,2024-02-17,High
51515,745,Mid-Market,East,114.05,completed,2024-02-17,High
51516,849,Starter,South,76.41,completed,2024-02-17,High
51517,861,SMB,South,40.17,pending,2024-02-17,High
51518,626,Starter,East,91.7,completed,2024-02-17,High
51519,787,Starter,South,83.47,completed,2024-02-17,High
51520,599,Mid-Market,Central,138.0,completed,2024-02-17,High
51521,850,Starter,South,179.27,completed,2024-02-17,High
51522,477,Mid-Market,North,589.74,completed,2024-02-17,High
51523,629,Mid-Market,South,210.51,completed,2024-02-17,High
51524,168,Mid-Market,West,169.82,pending,2024-02-17,High
51525,429,Starter,Central,76.22,shipped,2024-02-17,High
51526,367,Enterprise,South,20.27,completed,2024-02-17,High
51527,287,Starter,East,65.98,shipped,2024-02-17,High
51528,465,Enterprise,South,234.44,completed,2024-02-17,High
51529,199,SMB,West,49.46,completed,2024-02-17,High
51530,851,Mid-Market,Central,201.82,completed,2024-02-17,High
51531,779,SMB,South,145.05,completed,2024-02-17,High
51532,79,Starter,Central,43.29,pending,2024-02-17,High
51533,628,SMB,South,60.5,completed,2024-02-17,High
51534,480,Starter,North,117.87,shipped,2024-02-17,High
51535,206,Mid-Market,South,96.29,completed,2024-02-17,High
51536,173,Starter,North,241.14,completed,2024-02-17,High
51537,236,SMB,West,213.87,shipped,2024-02-18,High
51538,574,Starter,East,143.2,completed,2024-02-18,High
51539,685,Enterprise,Central,274.13,completed,2024-02-18,High
51540,314,Enterprise,East,139.06,completed,2024-02-18,High
51541,190,Mid-Market,North,515.27,completed,2024-02-18,High
51542,580,Starter,Central,51.74,pending,2024-02-18,High
51543,370,Mid-Market,South,202.83,completed,2024-02-18,High
51544,658,Starter,East,84.29,completed,2024-02-18,High
51545,155,Enterprise,South,64.06,pending,2024-02-18,High
51546,246,Enterprise,East,44.84,completed,2024-02-18,High
51547,869,SMB,North,135.61,completed,2024-02-18,High
51548,529,Mid-Market,East,51.4,completed,2024-02-18,High
51549,667,Mid-Market,Central,48.54,completed,2024-02-18,High
51550,490,SMB,East,713.97,completed,2024-02-18,High
51551,383,Starter,West,257.73,completed,2024-02-18,High
51552,899,Mid-Market,South,221.91,pending,2024-02-18,High
51553,554,Starter,West,252.03,completed,2024-02-18,High
51554,128,SMB,Central,535.69,completed,2024-02-18,High
51555,593,Mid-Market,Central,142.74,completed,2024-02-18,High
51556,516,Mid-Market,West,52.32,completed,2024-02-18,High
51557,242,Enterprise,North,312.3,pending,2024-02-18,High
51558,121,SMB,Central,218.64,completed,2024-02-18,High
51559,717,SMB,West,95.24,completed,2024-02-18,High
51560,692,Starter,West,111.25,completed,2024-02-18,High
51561,246,Enterprise,East,94.46,completed,2024-02-18,High
51562,662,Enterprise,Central,413.77,completed,2024-02-18,High
51563,427,Starter,West,78.13,completed,2024-02-18,High
51564,761,Mid-Market,Central,511.5,completed,2024-02-18,High
51565,233,Starter,Central,376.65,completed,2024-02-18,High
51566,768,SMB,North,164.35,completed,2024-02-18,High
51567,712,Starter,Central,145.06,completed,2024-02-18,High
51568,525,SMB,West,84.33,completed,2024-02-18,High
51569,661,Starter,Central,17.78,pending,2024-02-19,High
51570,531,SMB,Central,35.48,completed,2024-02-19,High
51571,181,Starter,East,225.5,pending,2024-02-19,High
51572,611,Mid-Market,Central,110.67,completed,2024-02-19,High
51573,410,Mid-Market,Central,39.35,shipped,2024-02-19,High
51574,607,Mid-Market,Central,60.97,completed,2024-02-19,High
51575,355,Mid-Market,South,458.01,completed,2024-02-19,High
51576,350,Starter,North,83.62,completed,2024-02-19,High
51577,832,Starter,North,372.38,completed,2024-02-19,High
51578,612,SMB,North,69.5,completed,2024-02-19,High
51579,561,SMB,Central,132.53,completed,2024-02-19,High
51580,720,SMB,South,18.1,completed,2024-02-19,High
51581,424,Starter,Central,125.68,completed,2024-02-19,High
51582,677,Mid-Market,North,166.98,completed,2024-02-19,High
51583,386,SMB,West,55.05,completed,2024-02-19,High
51584,549,Starter,East,144.75,completed,2024-02-19,High
51585,135,Enterprise,East,171.26,completed,2024-02-19,High
51586,109,Mid-Market,East,189.18,completed,2024-02-19,High
51587,441,Mid-Market,East,239.69,completed,2024-02-19,High
51588,796,SMB,Central,70.95,completed,2024-02-19,High
51589,99,Mid-Market,East,140.82,completed,2024-02-19,High
51590,480,Starter,North,614.14,pending,2024-02-19,High
51591,1009,,,357.63,completed,2024-02-19,High
51592,508,SMB,East,472.58,pending,2024-02-19,High
51593,128,SMB,Central,88.2,completed,2024-02-19,High
51594,404,SMB,East,246.92,pending,2024-02-19,High
51595,678,Starter,Central,160.1,shipped,2024-02-19,High
51596,772,SMB,West,27.95,completed,2024-02-19,High
51597,85,Starter,North,275.57,completed,2024-02-19,High
51598,610,Starter,North,184.56,completed,2024-02-19,High
51599,194,Starter,North,48.27,completed,2024-02-19,High
51600,489,Enterprise,Central,27.46,cancelled,2024-02-19,High
51601,98,Starter,West,287.12,cancelled,2024-02-20,High
51602,547,Mid-Market,Central,27.33,shipped,2024-02-20,High
51603,42,Starter,West,29.37,pending,2024-02-20,High
51604,648,Starter,West,98.64,pending,2024-02-20,High
51605,528,Starter,North,36.72,completed,2024-02-20,High
51606,309,SMB,Central,382.44,completed,2024-02-20,High
51607,253,SMB,East,110.31,completed,2024-02-20,High
51608,317,Starter,Central,141.3,completed,2024-02-20,High
51609,236,SMB,West,409.88,completed,2024-02-20,High
51610,390,SMB,West,128.34,completed,2024-02-20,High
51611,602,Starter,South,80.45,completed,2024-02-20,High
51612,765,Mid-Market,North,254.3,completed,2024-02-20,High
51613,112,Mid-Market,East,102.74,pending,2024-02-20,High
51614,709,Starter,North,72.51,completed,2024-02-20,High
51615,493,Starter,South,207.68,completed,2024-02-20,High
51616,38,Mid-Market,East,257.62,shipped,2024-02-20,High
51617,556,Starter,South,250.33,completed,2024-02-20,High
51618,65,Starter,North,585.3,completed,2024-02-20,High
51619,871,Starter,North,246.74,completed,2024-02-20,High
51620,725,Starter,South,235.41,completed,2024-02-20,High
51621,724,SMB,North,307.25,pending,2024-02-20,High
51622,269,Starter,East,15.03,completed,2024-02-20,High
51623,162,Starter,West,82.51,completed,2024-02-20,High
51624,493,Starter,South,215.68,completed,2024-02-20,High
51625,571,Starter,South,152.34,pending,2024-02-20,High
51626,73,Mid-Market,North,44.32,completed,2024-02-20,High
51627,412,Enterprise,West,69.3,shipped,2024-02-20,High
51628,519,Enterprise,Central,76.6,completed,2024-02-20,High
51629,755,Mid-Market,East,140.84,pending,2024-02-20,High
51630,840,Starter,South,282.21,shipped,2024-02-20,High
51631,549,Starter,East,419.33,shipped,2024-02-20,High
51632,828,Starter,North,223.0,completed,2024-02-20,High
51633,201,Starter,East,292.68,pending,2024-02-21,High
51634,638,Mid-Market,South,110.26,completed,2024-02-21,High
51635,551,Starter,West,89.09,pending,2024-02-21,High
51636,296,Starter,West,89.81,completed,2024-02-21,High
51637,371,Mid-Market,South,158.58,completed,2024-02-21,High
51638,851,Mid-Market,Central,34.9,completed,2024-02-21,High
51639,59,Mid-Market,Central,144.94,completed,2024-02-21,High
51640,560,Starter,North,179.1,completed,2024-02-21,High
51641,192,SMB,East,101.68,completed,2024-02-21,High
51642,339,Starter,East,474.18,completed,2024-02-21,High
51643,567,Starter,South,155.56,shipped,2024-02-21,High
51644,840,Starter,South,52.27,completed,2024-02-21,High
51645,481,Starter,West,112.86,completed,2024-02-21,High
51646,663,Starter,East,183.78,pending,2024-02-21,High
51647,115,Starter,South,73.65,completed,2024-02-21,High
51648,660,Starter,West,27.45,completed,2024-02-21,High
51649,100,Mid-Market,Central,146.36,completed,2024-02-21,High
51650,493,Starter,South,458.1,completed,2024-02-21,High
51651,481,Starter,West,114.56,completed,2024-02-21,High
51652,787,Starter,South,369.84,completed,2024-02-21,High
51653,701,Starter,North,285.29,cancelled,2024-02-21,High
51654,693,Starter,North,38.92,completed,2024-02-21,High
51655,838,Starter,South,199.74,completed,2024-02-21,High
51656,530,SMB,Central,100.76,shipped,2024-02-21,High
51657,148,Starter,West,58.2,completed,2024-02-21,High
51658,499,Enterprise,Central,189.2,completed,2024-02-21,High
51659,1017,,,218.6,pending,2024-02-21,High
51660,721,Enterprise,East,44.75,completed,2024-02-21,High
51661,335,Mid-Market,North,383.79,pending,2024-02-21,High
51662,521,Starter,South,223.63,completed,2024-02-21,High
51663,514,SMB,North,421.3,shipped,2024-02-21,High
51664,852,SMB,East,72.21,completed,2024-02-21,High
51665,40,Starter,East,435.36,completed,2024-02-22,High
51666,736,SMB,West,83.95,completed,2024-02-22,High
51667,613,Starter,West,23.32,cancelled,2024-02-22,High
51668,287,Starter,East,230.93,shipped,2024-02-22,High
51669,645,Mid-Market,West,197.36,completed,2024-02-22,High
51670,658,Starter,East,151.66,cancelled,2024-02-22,High
51671,168,Mid-Market,West,115.97,completed,2024-02-22,High
51672,881,Mid-Market,Central,19.9,completed,2024-02-22,High
51673,437,Mid-Market,West,161.96,completed,2024-02-22,High
51674,522,Starter,South,95.89,shipped,2024-02-22,High
51675,218,SMB,East,138.22,shipped,2024-02-22,High
51676,372,Mid-Market,South,99.14,completed,2024-02-22,High
51677,75,SMB,Central,522.46,pending,2024-02-22,High
51678,288,Starter,West,153.99,completed,2024-02-22,High
51679,480,Starter,North,222.49,completed,2024-02-22,High
51680,595,SMB,North,428.15,completed,2024-02-22,High
51681,198,SMB,East,149.33,pending,2024-02-22,High
51682,650,Starter,East,16.82,completed,2024-02-22,High
51683,7,Mid-Market,South,20.23,completed,2024-02-22,High
51684,378,Mid-Market,East,196.77,completed,2024-02-22,High
51685,439,SMB,South,64.09,completed,2024-02-22,High
51686,253,SMB,East,144.9,completed,2024-02-22,High
51687,458,Starter,Central,48.9,completed,2024-02-22,High
51688,326,SMB,West,62.26,pending,2024-02-22,High
51689,206,Mid-Market,South,120.37,completed,2024-02-22,High
51690,666,Mid-Market,West,571.79,completed,2024-02-22,High
51691,476,Enterprise,South,158.67,shipped,2024-02-22,High
51692,491,Starter,South,427.68,completed,2024-02-22,High
51693,534,Starter,North,495.52,pending,2024-02-22,High
51694,168,Mid-Market,West,50.0,completed,2024-02-22,High
51695,375,Mid-Market,East,70.92,completed,2024-02-22,High
51696,849,Starter,South,235.45,completed,2024-02-22,High
51697,1014,,,317.34,pending,2024-02-23,High
51698,704,Mid-Market,South,124.85,cancelled,2024-02-23,High
51699,694,Mid-Market,West,764.2,completed,2024-02-23,High
51700,662,Enterprise,Central,16.75,completed,2024-02-23,High
51701,606,Starter,East,68.41,completed,2024-02-23,High
51702,587,Mid-Market,North,161.39,completed,2024-02-23,High
51703,736,SMB,West,110.03,completed,2024-02-23,High
51704,231,SMB,West,33.6,completed,2024-02-23,High
51705,340,Mid-Market,Central,83.78,completed,2024-02-23,High
51706,137,Starter,Central,18.87,completed,2024-02-23,High
51707,691,Starter,West,169.4,shipped,2024-02-23,High
51708,68,SMB,West,349.88,completed,2024-02-23,High
51709,843,Mid-Market,West,339.26,completed,2024-02-23,High
51710,658,Starter,East,195.37,completed,2024-02-23,High
51711,7,Mid-Market,South,109.04,completed,2024-02-23,High
51712,523,Enterprise,North,122.63,shipped,2024-02-23,High
51713,1011,,,37.09,completed,2024-02-23,High
51714,70,Enterprise,West,77.56,completed,2024-02-23,High
51715,768,SMB,North,46.19,completed,2024-02-23,High
51716,421,SMB,South,273.22,pending,2024-02-23,High
51717,783,Starter,South,384.33,completed,2024-02-23,High
51718,475,Starter,West,130.48,completed,2024-02-23,High
51719,323,Starter,North,210.16,completed,2024-02-23,High
51720,68,SMB,West,34.42,completed,2024-02-23,High
51721,624,Starter,West,155.68,completed,2024-02-23,High
51722,337,SMB,South,197.0,completed,2024-02-23,High
51723,328,Starter,North,105.43,shipped,2024-02-23,High
51724,787,Starter,South,56.81,shipped,2024-02-23,High
51725,669,Mid-Market,East,329.79,completed,2024-02-23,High
51726,825,Starter,South,218.75,completed,2024-02-23,High
51727,82,Starter,South,360.17,completed,2024-02-23,High
51728,471,Mid-Market,North,270.89,completed,2024-02-23,High
51729,485,Starter,Central,711.5,completed,2024-02-24,High
51730,148,Starter,West,47.01,completed,2024-02-24,High
51731,355,Mid-Market,South,28.61,completed,2024-02-24,High
51732,255,Mid-Market,Central,76.65,completed,2024-02-24,High
51733,434,Mid-Market,West,35.72,completed,2024-02-24,High
51734,154,Starter,West,126.08,completed,2024-02-24,High
51735,449,Starter,South,165.37,completed,2024-02-24,High
51736,581,Starter,Central,144.52,pending,2024-02-24,High
51737,210,Mid-Market,South,60.01,completed,2024-02-24,High
51738,404,SMB,East,374.24,pending,2024-02-24,High
51739,610,Starter,North,18.21,completed,2024-02-24,High
51740,466,Starter,West,79.16,pending,2024-02-24,High
51741,102,Starter,North,205.41,completed,2024-02-24,High
51742,375,Mid-Market,East,233.46,pending,2024-02-24,High
51743,853,Mid-Market,South,95.71,completed,2024-02-24,High
51744,507,Enterprise,North,17.56,completed,2024-02-24,High
51745,222,Starter,South,159.37,completed,2024-02-24,High
51746,108,SMB,Central,24.78,completed,2024-02-24,High
51747,608,Starter,East,32.12,completed,2024-02-24,High
51748,479,Enterprise,North,172.58,completed,2024-02-24,High
51749,74,SMB,West,71.2,completed,2024-02-24,High
51750,173,Starter,North,79.16,completed,2024-02-24,High
51751,284,Mid-Market,Central,115.07,completed,2024-02-24,High
51752,666,Mid-Market,West,591.5,completed,2024-02-24,High
51753,400,SMB,West,519.77,completed,2024-02-24,High
51754,598,Mid-Market,South,95.75,pending,2024-02-24,High
51755,548,Starter,North,61.28,cancelled,2024-02-24,High
51756,523,Enterprise,North,69.06,pending,2024-02-24,High
51757,471,Mid-Market,North,61.96,shipped,2024-02-24,High
